# z      t_rms    u_rms
0.818444 0.020592 0.070098
0.819356 0.020609 0.070121
0.820268 0.020627 0.070145
0.821177 0.020644 0.070168
0.822084 0.020662 0.070191
0.822990 0.020679 0.070214
0.823894 0.020697 0.070237
0.824796 0.020715 0.070261
0.825697 0.020732 0.070285
0.826595 0.020750 0.070310
0.827492 0.020768 0.070335
0.828387 0.020786 0.070360
0.829280 0.020804 0.070385
0.830171 0.020823 0.070410
0.831060 0.020841 0.070435
0.831947 0.020859 0.070461
0.832833 0.020877 0.070486
0.833717 0.020895 0.070512
0.834599 0.020913 0.070538
0.835479 0.020931 0.070564
0.836357 0.020949 0.070590
0.837233 0.020967 0.070616
0.838107 0.020985 0.070642
0.838980 0.021003 0.070668
0.839851 0.021020 0.070694
0.840719 0.021038 0.070720
0.841586 0.021057 0.070747
0.842451 0.021075 0.070773
0.843314 0.021093 0.070799
0.844175 0.021112 0.070826
0.845034 0.021130 0.070852
0.845891 0.021149 0.070879
0.846747 0.021168 0.070906
0.847600 0.021188 0.070933
0.848451 0.021207 0.070960
0.849301 0.021227 0.070987
0.850148 0.021247 0.071014
0.850994 0.021267 0.071041
0.851837 0.021287 0.071069
0.852679 0.021307 0.071096
0.853518 0.021328 0.071124
0.854356 0.021348 0.071153
0.855192 0.021368 0.071181
0.856025 0.021389 0.071209
0.856857 0.021409 0.071238
0.857687 0.021429 0.071267
0.858515 0.021450 0.071295
0.859340 0.021470 0.071324
0.860164 0.021490 0.071352
0.860986 0.021511 0.071381
0.861805 0.021531 0.071410
0.862623 0.021552 0.071440
0.863439 0.021572 0.071469
0.864252 0.021593 0.071498
0.865064 0.021613 0.071527
0.865873 0.021634 0.071556
0.866681 0.021655 0.071586
0.867486 0.021676 0.071615
0.868290 0.021697 0.071644
0.869091 0.021718 0.071674
0.869890 0.021739 0.071703
0.870687 0.021761 0.071732
0.871482 0.021782 0.071761
0.872275 0.021804 0.071790
0.873066 0.021825 0.071819
0.873855 0.021847 0.071848
0.874642 0.021870 0.071878
0.875427 0.021892 0.071907
0.876209 0.021915 0.071938
0.876990 0.021938 0.071968
0.877768 0.021961 0.071999
0.878544 0.021985 0.072029
0.879319 0.022008 0.072060
0.880091 0.022032 0.072091
0.880860 0.022055 0.072122
0.881628 0.022079 0.072153
0.882394 0.022103 0.072183
0.883157 0.022127 0.072214
0.883919 0.022151 0.072245
0.884678 0.022175 0.072275
0.885435 0.022199 0.072306
0.886190 0.022223 0.072337
0.886943 0.022247 0.072368
0.887693 0.022272 0.072400
0.888442 0.022296 0.072431
0.889188 0.022321 0.072464
0.889932 0.022346 0.072496
0.890674 0.022371 0.072529
0.891414 0.022396 0.072562
0.892151 0.022421 0.072596
0.892887 0.022447 0.072630
0.893620 0.022473 0.072663
0.894351 0.022498 0.072697
0.895079 0.022524 0.072731
0.895806 0.022550 0.072765
0.896530 0.022577 0.072799
0.897252 0.022603 0.072833
0.897972 0.022630 0.072867
0.898690 0.022656 0.072901
0.899405 0.022683 0.072935
0.900119 0.022710 0.072968
0.900830 0.022737 0.073002
0.901538 0.022764 0.073035
0.902245 0.022791 0.073068
0.902949 0.022818 0.073101
0.903651 0.022845 0.073135
0.904351 0.022872 0.073168
0.905048 0.022899 0.073202
0.905744 0.022926 0.073235
0.906436 0.022953 0.073269
0.907127 0.022980 0.073303
0.907816 0.023008 0.073338
0.908502 0.023035 0.073372
0.909186 0.023063 0.073407
0.909867 0.023090 0.073441
0.910546 0.023118 0.073476
0.911223 0.023146 0.073512
0.911898 0.023175 0.073547
0.912570 0.023203 0.073583
0.913240 0.023232 0.073618
0.913908 0.023260 0.073654
0.914574 0.023289 0.073691
0.915237 0.023318 0.073727
0.915898 0.023348 0.073763
0.916556 0.023377 0.073800
0.917212 0.023407 0.073836
0.917866 0.023437 0.073873
0.918517 0.023467 0.073910
0.919167 0.023497 0.073946
0.919813 0.023528 0.073983
0.920458 0.023558 0.074020
0.921100 0.023589 0.074057
0.921740 0.023620 0.074094
0.922377 0.023651 0.074131
0.923012 0.023682 0.074168
0.923645 0.023713 0.074205
0.924275 0.023745 0.074242
0.924903 0.023776 0.074279
0.925529 0.023808 0.074317
0.926152 0.023841 0.074354
0.926773 0.023873 0.074391
0.927391 0.023906 0.074429
0.928007 0.023939 0.074467
0.928621 0.023972 0.074505
0.929232 0.024005 0.074543
0.929841 0.024038 0.074581
0.930447 0.024072 0.074620
0.931051 0.024106 0.074658
0.931653 0.024140 0.074697
0.932252 0.024174 0.074736
0.932849 0.024208 0.074775
0.933443 0.024242 0.074814
0.934035 0.024277 0.074854
0.934625 0.024311 0.074893
0.935212 0.024346 0.074933
0.935797 0.024381 0.074972
0.936379 0.024416 0.075012
0.936959 0.024451 0.075052
0.937536 0.024486 0.075092
0.938111 0.024521 0.075133
0.938683 0.024557 0.075174
0.939253 0.024592 0.075214
0.939821 0.024628 0.075256
0.940386 0.024663 0.075297
0.940949 0.024699 0.075338
0.941509 0.024734 0.075380
0.942067 0.024770 0.075421
0.942622 0.024806 0.075463
0.943175 0.024842 0.075505
0.943725 0.024877 0.075547
0.944273 0.024913 0.075589
0.944818 0.024949 0.075631
0.945361 0.024985 0.075674
0.945901 0.025021 0.075716
0.946439 0.025057 0.075758
0.946974 0.025093 0.075801
0.947507 0.025129 0.075843
0.948038 0.025165 0.075886
0.948566 0.025201 0.075928
0.949091 0.025237 0.075971
0.949614 0.025274 0.076014
0.950134 0.025310 0.076056
0.950652 0.025346 0.076099
0.951167 0.025383 0.076142
0.951680 0.025420 0.076186
0.952190 0.025456 0.076229
0.952698 0.025493 0.076272
0.953203 0.025530 0.076316
0.953706 0.025567 0.076360
0.954206 0.025604 0.076404
0.954704 0.025641 0.076448
0.955199 0.025678 0.076492
0.955691 0.025715 0.076537
0.956181 0.025752 0.076581
0.956669 0.025789 0.076626
0.957153 0.025827 0.076672
0.957636 0.025864 0.076717
0.958116 0.025901 0.076762
0.958593 0.025938 0.076808
0.959067 0.025976 0.076853
0.959539 0.026013 0.076899
0.960009 0.026050 0.076945
0.960476 0.026087 0.076990
0.960940 0.026125 0.077036
0.961402 0.026162 0.077082
0.961861 0.026199 0.077128
0.962318 0.026236 0.077175
0.962772 0.026273 0.077221
0.963223 0.026310 0.077268
0.963672 0.026347 0.077314
0.964118 0.026384 0.077361
0.964562 0.026421 0.077408
0.965003 0.026457 0.077455
0.965442 0.026494 0.077503
0.965878 0.026530 0.077550
0.966311 0.026566 0.077597
0.966742 0.026602 0.077645
0.967170 0.026638 0.077693
0.967595 0.026673 0.077741
0.968018 0.026709 0.077789
0.968438 0.026744 0.077837
0.968856 0.026779 0.077886
0.969271 0.026814 0.077934
0.969683 0.026848 0.077983
0.970093 0.026883 0.078032
0.970500 0.026917 0.078081
0.970904 0.026951 0.078131
0.971306 0.026985 0.078180
0.971705 0.027019 0.078230
0.972102 0.027052 0.078280
0.972496 0.027085 0.078330
0.972887 0.027118 0.078380
0.973276 0.027150 0.078430
0.973662 0.027182 0.078481
0.974045 0.027214 0.078531
0.974426 0.027245 0.078582
0.974804 0.027276 0.078634
0.975180 0.027306 0.078685
0.975552 0.027336 0.078737
0.975922 0.027365 0.078789
0.976290 0.027394 0.078841
0.976655 0.027422 0.078893
0.977017 0.027449 0.078946
0.977376 0.027476 0.078999
0.977733 0.027502 0.079052
0.978087 0.027527 0.079105
0.978439 0.027552 0.079159
0.978787 0.027575 0.079213
0.979134 0.027598 0.079267
0.979477 0.027620 0.079321
0.979818 0.027641 0.079376
0.980156 0.027662 0.079431
0.980491 0.027681 0.079487
0.980824 0.027699 0.079542
0.981154 0.027717 0.079598
0.981481 0.027733 0.079655
0.981806 0.027749 0.079711
0.982128 0.027763 0.079768
0.982447 0.027776 0.079826
0.982764 0.027788 0.079883
0.983077 0.027799 0.079941
0.983389 0.027808 0.080000
0.983697 0.027816 0.080058
0.984003 0.027824 0.080118
0.984306 0.027829 0.080177
0.984606 0.027834 0.080237
0.984904 0.027837 0.080297
0.985199 0.027839 0.080358
0.985491 0.027839 0.080419
0.985780 0.027838 0.080481
0.986067 0.027836 0.080544
0.986351 0.027832 0.080606
0.986633 0.027827 0.080670
0.986911 0.027820 0.080734
0.987187 0.027812 0.080798
0.987460 0.027802 0.080864
0.987731 0.027791 0.080929
0.987998 0.027778 0.080996
0.988263 0.027764 0.081063
0.988526 0.027748 0.081130
0.988785 0.027730 0.081198
0.989042 0.027711 0.081267
0.989296 0.027690 0.081337
0.989548 0.027667 0.081407
0.989796 0.027642 0.081478
0.990042 0.027615 0.081549
0.990285 0.027587 0.081621
0.990526 0.027556 0.081694
0.990763 0.027523 0.081768
0.990998 0.027487 0.081842
0.991230 0.027449 0.081916
0.991460 0.027408 0.081991
0.991686 0.027364 0.082067
0.991910 0.027316 0.082143
0.992132 0.027265 0.082220
0.992350 0.027210 0.082296
0.992566 0.027150 0.082373
0.992779 0.027086 0.082449
0.992989 0.027016 0.082525
0.993196 0.026939 0.082600
0.993401 0.026856 0.082674
0.993603 0.026765 0.082747
0.993802 0.026665 0.082818
0.993998 0.026556 0.082886
0.994192 0.026436 0.082953
0.994383 0.026304 0.083017
0.994571 0.026159 0.083079
0.994756 0.026000 0.083139
0.994939 0.025824 0.083198
0.995119 0.025631 0.083258
0.995296 0.025419 0.083321
0.995470 0.025185 0.083389
0.995641 0.024930 0.083468
0.995810 0.024649 0.083561
0.995976 0.024343 0.083674
0.996139 0.024009 0.083814
0.996300 0.023646 0.083988
0.996457 0.023252 0.084204
0.996612 0.022825 0.084468
0.996764 0.022365 0.084786
0.996914 0.021871 0.085162
0.997060 0.021342 0.085598
0.997204 0.020777 0.086091
0.997345 0.020177 0.086636
0.997483 0.019542 0.087219
0.997619 0.018873 0.087823
0.997751 0.018171 0.088422
0.997881 0.017437 0.088986
0.998008 0.016674 0.089477
0.998133 0.015885 0.089852
0.998254 0.015071 0.090061
0.998373 0.014237 0.090052
0.998489 0.013385 0.089769
0.998602 0.012520 0.089154
0.998712 0.011645 0.088148
0.998820 0.010765 0.086692
0.998925 0.009882 0.084729
0.999027 0.009002 0.082204
0.999126 0.008127 0.079065
0.999223 0.007262 0.075262
0.999316 0.006410 0.070751
0.999407 0.005573 0.065493
0.999495 0.004755 0.059454
0.999580 0.003957 0.052606
0.999663 0.003182 0.044933
0.999743 0.002431 0.036423
0.999820 0.001705 0.027080
0.999894 0.001005 0.016918
0.999965 0.000330 0.005968
