# z      t_rms    u_rms
0.022624 0.027980 0.079567
0.022983 0.027949 0.079514
0.023345 0.027918 0.079460
0.023710 0.027886 0.079407
0.024078 0.027854 0.079354
0.024448 0.027821 0.079301
0.024820 0.027787 0.079248
0.025196 0.027753 0.079196
0.025574 0.027719 0.079143
0.025955 0.027684 0.079091
0.026338 0.027648 0.079039
0.026724 0.027613 0.078987
0.027113 0.027577 0.078935
0.027504 0.027540 0.078884
0.027898 0.027503 0.078832
0.028295 0.027466 0.078781
0.028694 0.027429 0.078730
0.029096 0.027391 0.078679
0.029500 0.027354 0.078628
0.029907 0.027316 0.078578
0.030317 0.027278 0.078527
0.030729 0.027239 0.078477
0.031144 0.027201 0.078427
0.031562 0.027163 0.078377
0.031982 0.027124 0.078327
0.032405 0.027085 0.078278
0.032830 0.027047 0.078228
0.033258 0.027008 0.078179
0.033689 0.026969 0.078130
0.034122 0.026930 0.078081
0.034558 0.026891 0.078032
0.034997 0.026853 0.077984
0.035438 0.026814 0.077935
0.035882 0.026775 0.077886
0.036328 0.026736 0.077838
0.036777 0.026697 0.077790
0.037228 0.026658 0.077742
0.037682 0.026618 0.077694
0.038139 0.026579 0.077646
0.038598 0.026540 0.077599
0.039060 0.026501 0.077552
0.039524 0.026462 0.077505
0.039991 0.026423 0.077458
0.040461 0.026383 0.077411
0.040933 0.026344 0.077365
0.041407 0.026305 0.077319
0.041884 0.026266 0.077273
0.042364 0.026227 0.077228
0.042847 0.026189 0.077182
0.043331 0.026150 0.077137
0.043819 0.026112 0.077092
0.044309 0.026074 0.077047
0.044801 0.026036 0.077003
0.045296 0.025998 0.076958
0.045794 0.025960 0.076914
0.046294 0.025922 0.076869
0.046797 0.025885 0.076825
0.047302 0.025847 0.076782
0.047810 0.025810 0.076738
0.048320 0.025772 0.076694
0.048833 0.025734 0.076651
0.049348 0.025697 0.076608
0.049866 0.025659 0.076564
0.050386 0.025621 0.076521
0.050909 0.025583 0.076478
0.051434 0.025545 0.076436
0.051962 0.025507 0.076393
0.052493 0.025470 0.076350
0.053026 0.025432 0.076308
0.053561 0.025394 0.076265
0.054099 0.025356 0.076223
0.054639 0.025318 0.076180
0.055182 0.025280 0.076138
0.055727 0.025242 0.076096
0.056275 0.025205 0.076053
0.056825 0.025167 0.076011
0.057378 0.025129 0.075969
0.057933 0.025092 0.075927
0.058491 0.025054 0.075885
0.059051 0.025017 0.075843
0.059614 0.024980 0.075801
0.060179 0.024943 0.075759
0.060747 0.024906 0.075718
0.061317 0.024869 0.075677
0.061889 0.024833 0.075635
0.062464 0.024796 0.075594
0.063041 0.024760 0.075553
0.063621 0.024724 0.075512
0.064203 0.024689 0.075472
0.064788 0.024653 0.075431
0.065375 0.024618 0.075390
0.065965 0.024583 0.075350
0.066557 0.024548 0.075310
0.067151 0.024513 0.075270
0.067748 0.024479 0.075230
0.068347 0.024444 0.075190
0.068949 0.024410 0.075150
0.069553 0.024376 0.075110
0.070159 0.024342 0.075071
0.070768 0.024308 0.075031
0.071379 0.024275 0.074992
0.071993 0.024241 0.074952
0.072609 0.024208 0.074913
0.073227 0.024175 0.074873
0.073848 0.024142 0.074834
0.074471 0.024110 0.074794
0.075097 0.024077 0.074755
0.075725 0.024044 0.074716
0.076355 0.024012 0.074677
0.076988 0.023979 0.074638
0.077623 0.023946 0.074600
0.078260 0.023914 0.074562
0.078900 0.023881 0.074524
0.079542 0.023849 0.074486
0.080187 0.023817 0.074448
0.080833 0.023784 0.074410
0.081483 0.023752 0.074373
0.082134 0.023720 0.074336
0.082788 0.023688 0.074299
0.083444 0.023656 0.074263
0.084102 0.023625 0.074226
0.084763 0.023594 0.074190
0.085426 0.023563 0.074154
0.086092 0.023532 0.074119
0.086760 0.023501 0.074083
0.087430 0.023471 0.074047
0.088102 0.023441 0.074012
0.088777 0.023411 0.073976
0.089454 0.023382 0.073940
0.090133 0.023352 0.073904
0.090814 0.023323 0.073868
0.091498 0.023294 0.073832
0.092184 0.023265 0.073796
0.092873 0.023236 0.073760
0.093564 0.023207 0.073724
0.094256 0.023179 0.073689
0.094952 0.023150 0.073653
0.095649 0.023122 0.073618
0.096349 0.023093 0.073583
0.097051 0.023065 0.073547
0.097755 0.023036 0.073513
0.098462 0.023008 0.073478
0.099170 0.022980 0.073444
0.099881 0.022951 0.073409
0.100595 0.022923 0.073375
0.101310 0.022895 0.073341
0.102028 0.022867 0.073308
0.102748 0.022839 0.073274
0.103470 0.022811 0.073241
0.104194 0.022784 0.073207
0.104921 0.022756 0.073174
0.105649 0.022729 0.073141
0.106380 0.022702 0.073108
0.107113 0.022675 0.073074
0.107849 0.022648 0.073041
0.108586 0.022621 0.073008
0.109326 0.022595 0.072975
0.110068 0.022569 0.072942
0.110812 0.022542 0.072909
0.111558 0.022517 0.072876
0.112307 0.022491 0.072844
0.113057 0.022466 0.072811
0.113810 0.022441 0.072778
0.114565 0.022416 0.072745
0.115322 0.022391 0.072713
0.116081 0.022366 0.072680
0.116843 0.022342 0.072647
0.117606 0.022317 0.072614
0.118372 0.022293 0.072581
0.119140 0.022269 0.072548
0.119909 0.022245 0.072515
0.120681 0.022221 0.072482
0.121456 0.022197 0.072449
0.122232 0.022174 0.072417
0.123010 0.022150 0.072385
0.123791 0.022127 0.072353
0.124573 0.022104 0.072322
0.125358 0.022081 0.072291
0.126145 0.022058 0.072260
0.126934 0.022035 0.072229
0.127725 0.022013 0.072198
0.128518 0.021990 0.072168
0.129313 0.021968 0.072138
0.130110 0.021946 0.072107
0.130909 0.021924 0.072077
0.131710 0.021903 0.072047
0.132514 0.021882 0.072018
0.133319 0.021861 0.071988
0.134127 0.021840 0.071959
0.134936 0.021819 0.071930
0.135748 0.021799 0.071901
0.136561 0.021779 0.071872
0.137377 0.021759 0.071843
0.138195 0.021739 0.071814
0.139014 0.021720 0.071785
0.139836 0.021700 0.071755
0.140660 0.021681 0.071726
0.141485 0.021662 0.071697
0.142313 0.021643 0.071668
0.143143 0.021624 0.071639
0.143975 0.021606 0.071611
0.144808 0.021587 0.071583
0.145644 0.021569 0.071555
0.146482 0.021550 0.071527
0.147321 0.021532 0.071498
0.148163 0.021514 0.071470
0.149006 0.021495 0.071442
0.149852 0.021477 0.071413
0.150699 0.021459 0.071385
0.151549 0.021441 0.071356
0.152400 0.021423 0.071327
0.153253 0.021406 0.071299
0.154109 0.021388 0.071270
0.154966 0.021370 0.071241
0.155825 0.021353 0.071213
0.156686 0.021336 0.071185
0.157549 0.021319 0.071156
0.158414 0.021302 0.071128
0.159281 0.021285 0.071100
0.160149 0.021268 0.071072
0.161020 0.021252 0.071044
0.161893 0.021236 0.071017
0.162767 0.021220 0.070989
0.163643 0.021205 0.070963
0.164521 0.021189 0.070936
0.165401 0.021173 0.070910
0.166283 0.021158 0.070885
0.167167 0.021142 0.070859
0.168053 0.021127 0.070835
0.168940 0.021112 0.070810
0.169829 0.021097 0.070785
0.170720 0.021082 0.070761
0.171613 0.021067 0.070736
0.172508 0.021052 0.070711
0.173405 0.021037 0.070686
0.174303 0.021022 0.070661
0.175204 0.021008 0.070636
0.176106 0.020993 0.070611
0.177010 0.020978 0.070586
0.177916 0.020963 0.070560
0.178823 0.020949 0.070535
0.179732 0.020934 0.070509
0.180644 0.020919 0.070484
0.181556 0.020905 0.070459
0.182471 0.020890 0.070434
0.183388 0.020876 0.070410
0.184306 0.020861 0.070385
0.185226 0.020847 0.070361
0.186148 0.020833 0.070336
0.187071 0.020819 0.070312
0.187996 0.020806 0.070288
0.188923 0.020792 0.070263
0.189852 0.020779 0.070239
0.190783 0.020765 0.070215
0.191715 0.020752 0.070190
0.192649 0.020739 0.070166
0.193584 0.020726 0.070141
0.194522 0.020714 0.070116
0.195461 0.020701 0.070091
0.196401 0.020689 0.070066
0.197344 0.020676 0.070042
0.198288 0.020664 0.070017
0.199234 0.020652 0.069993
0.200181 0.020639 0.069969
0.201131 0.020627 0.069945
0.202081 0.020615 0.069921
0.203034 0.020602 0.069898
0.203988 0.020590 0.069874
0.204944 0.020577 0.069850
0.205901 0.020564 0.069827
0.206861 0.020551 0.069803
0.207821 0.020538 0.069779
0.208784 0.020524 0.069755
0.209748 0.020510 0.069731
0.210713 0.020496 0.069706
0.211681 0.020482 0.069682
0.212650 0.020468 0.069658
0.213620 0.020454 0.069634
0.214592 0.020439 0.069611
0.215566 0.020425 0.069588
0.216541 0.020411 0.069565
0.217518 0.020397 0.069543
0.218496 0.020383 0.069521
0.219476 0.020370 0.069499
0.220458 0.020356 0.069478
0.221441 0.020343 0.069457
0.222426 0.020330 0.069436
0.223412 0.020318 0.069416
0.224400 0.020305 0.069395
0.225389 0.020293 0.069374
0.226380 0.020281 0.069353
0.227372 0.020269 0.069332
0.228366 0.020257 0.069311
0.229362 0.020245 0.069289
0.230359 0.020233 0.069268
0.231357 0.020220 0.069247
0.232357 0.020208 0.069225
0.233358 0.020196 0.069204
0.234361 0.020184 0.069183
0.235366 0.020172 0.069162
0.236372 0.020160 0.069141
0.237379 0.020148 0.069120
0.238388 0.020136 0.069098
0.239398 0.020124 0.069077
0.240410 0.020112 0.069056
0.241423 0.020099 0.069035
0.242438 0.020087 0.069014
0.243454 0.020075 0.068994
0.244471 0.020063 0.068974
0.245490 0.020051 0.068954
0.246511 0.020039 0.068934
0.247533 0.020027 0.068915
0.248556 0.020014 0.068896
0.249580 0.020002 0.068877
0.250606 0.019990 0.068858
0.251634 0.019979 0.068839
0.252663 0.019967 0.068821
0.253693 0.019955 0.068802
0.254724 0.019944 0.068784
0.255757 0.019932 0.068765
0.256791 0.019921 0.068747
0.257827 0.019910 0.068728
0.258864 0.019899 0.068710
0.259902 0.019888 0.068692
0.260942 0.019878 0.068674
0.261983 0.019867 0.068656
0.263025 0.019857 0.068637
0.264069 0.019847 0.068619
0.265114 0.019837 0.068600
0.266160 0.019827 0.068582
0.267208 0.019817 0.068564
0.268257 0.019807 0.068545
0.269307 0.019797 0.068527
0.270359 0.019787 0.068509
0.271411 0.019777 0.068491
0.272465 0.019768 0.068473
0.273521 0.019758 0.068455
0.274577 0.019749 0.068438
0.275635 0.019739 0.068420
0.276694 0.019729 0.068402
0.277755 0.019720 0.068383
0.278816 0.019710 0.068365
0.279879 0.019700 0.068347
0.280943 0.019691 0.068328
0.282008 0.019681 0.068311
0.283075 0.019672 0.068293
0.284143 0.019663 0.068277
0.285212 0.019653 0.068261
0.286282 0.019644 0.068245
0.287353 0.019635 0.068229
0.288426 0.019627 0.068213
0.289499 0.019618 0.068197
0.290574 0.019609 0.068181
0.291650 0.019601 0.068165
0.292727 0.019593 0.068149
0.293806 0.019584 0.068133
0.294885 0.019576 0.068117
0.295966 0.019568 0.068101
0.297048 0.019559 0.068084
0.298131 0.019551 0.068068
0.299215 0.019542 0.068051
0.300300 0.019534 0.068035
0.301386 0.019525 0.068019
0.302474 0.019517 0.068003
0.303562 0.019508 0.067988
0.304652 0.019500 0.067973
0.305742 0.019492 0.067958
0.306834 0.019484 0.067943
0.307927 0.019476 0.067928
0.309021 0.019469 0.067913
0.310116 0.019462 0.067899
0.311212 0.019455 0.067885
0.312309 0.019448 0.067871
0.313407 0.019441 0.067858
0.314506 0.019434 0.067844
0.315607 0.019427 0.067831
0.316708 0.019420 0.067817
0.317810 0.019412 0.067803
0.318914 0.019405 0.067790
0.320018 0.019398 0.067776
0.321123 0.019390 0.067763
0.322230 0.019383 0.067749
0.323337 0.019376 0.067735
0.324445 0.019369 0.067721
0.325555 0.019361 0.067706
0.326665 0.019354 0.067691
0.327776 0.019347 0.067676
0.328888 0.019340 0.067661
0.330001 0.019333 0.067647
0.331116 0.019326 0.067632
0.332231 0.019318 0.067618
0.333347 0.019311 0.067605
0.334464 0.019303 0.067592
0.335581 0.019296 0.067579
0.336700 0.019288 0.067566
0.337820 0.019280 0.067554
0.338940 0.019273 0.067541
0.340062 0.019265 0.067528
0.341184 0.019258 0.067516
0.342308 0.019250 0.067504
0.343432 0.019242 0.067492
0.344557 0.019235 0.067480
0.345683 0.019227 0.067468
0.346809 0.019219 0.067455
0.347937 0.019211 0.067443
0.349065 0.019203 0.067430
0.350195 0.019196 0.067418
0.351325 0.019188 0.067406
0.352456 0.019180 0.067393
0.353588 0.019173 0.067381
0.354720 0.019165 0.067368
0.355854 0.019158 0.067356
0.356988 0.019151 0.067344
0.358123 0.019143 0.067332
0.359259 0.019136 0.067321
0.360395 0.019128 0.067310
0.361533 0.019120 0.067299
0.362671 0.019113 0.067288
0.363810 0.019105 0.067277
0.364950 0.019097 0.067266
0.366090 0.019089 0.067254
0.367231 0.019082 0.067243
0.368373 0.019074 0.067232
0.369516 0.019067 0.067222
0.370659 0.019059 0.067211
0.371803 0.019052 0.067201
0.372948 0.019044 0.067192
0.374094 0.019037 0.067182
0.375240 0.019030 0.067173
0.376387 0.019023 0.067163
0.377535 0.019016 0.067154
0.378683 0.019009 0.067144
0.379832 0.019002 0.067135
0.380982 0.018996 0.067125
0.382132 0.018990 0.067115
0.383283 0.018984 0.067105
0.384434 0.018978 0.067095
0.385587 0.018972 0.067086
0.386740 0.018967 0.067076
0.387893 0.018962 0.067066
0.389047 0.018957 0.067056
0.390202 0.018952 0.067045
0.391358 0.018947 0.067035
0.392514 0.018942 0.067025
0.393670 0.018937 0.067015
0.394828 0.018932 0.067005
0.395985 0.018927 0.066996
0.397144 0.018921 0.066986
0.398303 0.018916 0.066976
0.399462 0.018911 0.066966
0.400622 0.018906 0.066957
0.401783 0.018901 0.066947
0.402944 0.018896 0.066937
0.404106 0.018891 0.066928
0.405268 0.018886 0.066919
0.406431 0.018881 0.066909
0.407595 0.018876 0.066900
0.408758 0.018871 0.066891
0.409923 0.018866 0.066883
0.411088 0.018861 0.066874
0.412253 0.018855 0.066867
0.413419 0.018850 0.066859
0.414585 0.018845 0.066851
0.415752 0.018840 0.066843
0.416919 0.018834 0.066835
0.418087 0.018829 0.066827
0.419255 0.018824 0.066820
0.420424 0.018819 0.066813
0.421593 0.018814 0.066806
0.422763 0.018808 0.066800
0.423933 0.018803 0.066794
0.425103 0.018797 0.066788
0.426274 0.018792 0.066781
0.427445 0.018786 0.066775
0.428617 0.018780 0.066768
0.429789 0.018775 0.066762
0.430961 0.018770 0.066756
0.432134 0.018764 0.066750
0.433307 0.018759 0.066744
0.434481 0.018754 0.066739
0.435655 0.018749 0.066734
0.436829 0.018744 0.066729
0.438003 0.018739 0.066724
0.439178 0.018734 0.066719
0.440354 0.018729 0.066714
0.441529 0.018723 0.066708
0.442705 0.018718 0.066703
0.443882 0.018712 0.066698
0.445058 0.018707 0.066693
0.446235 0.018701 0.066689
0.447413 0.018695 0.066685
0.448590 0.018690 0.066680
0.449768 0.018684 0.066676
0.450946 0.018678 0.066671
0.452124 0.018671 0.066666
0.453303 0.018665 0.066660
0.454482 0.018659 0.066655
0.455661 0.018653 0.066650
0.456840 0.018647 0.066645
0.458020 0.018641 0.066640
0.459200 0.018636 0.066635
0.460380 0.018630 0.066630
0.461560 0.018625 0.066626
0.462741 0.018619 0.066621
0.463922 0.018614 0.066617
0.465103 0.018609 0.066612
0.466284 0.018603 0.066608
0.467465 0.018598 0.066603
0.468647 0.018593 0.066599
0.469828 0.018588 0.066594
0.471010 0.018583 0.066590
0.472192 0.018578 0.066585
0.473374 0.018573 0.066580
0.474557 0.018569 0.066576
0.475739 0.018564 0.066571
0.476922 0.018560 0.066567
0.478104 0.018556 0.066563
0.479287 0.018552 0.066560
0.480470 0.018548 0.066557
0.481653 0.018545 0.066555
0.482836 0.018542 0.066553
0.484020 0.018539 0.066551
0.485203 0.018536 0.066550
0.486387 0.018533 0.066549
0.487570 0.018530 0.066547
0.488754 0.018528 0.066545
0.489937 0.018526 0.066542
0.491121 0.018524 0.066539
0.492305 0.018523 0.066536
0.493489 0.018521 0.066534
0.494672 0.018520 0.066531
0.495856 0.018519 0.066529
0.497040 0.018518 0.066527
0.498224 0.018517 0.066526
0.499408 0.018516 0.066525
0.500592 0.018515 0.066523
0.501776 0.018514 0.066522
0.502960 0.018513 0.066521
0.504144 0.018512 0.066520
0.505328 0.018511 0.066520
0.506511 0.018510 0.066520
0.507695 0.018509 0.066520
0.508879 0.018509 0.066520
0.510063 0.018509 0.066521
0.511246 0.018508 0.066522
0.512430 0.018508 0.066523
0.513613 0.018508 0.066524
0.514797 0.018508 0.066525
0.515980 0.018508 0.066527
0.517164 0.018507 0.066528
0.518347 0.018507 0.066530
0.519530 0.018507 0.066531
0.520713 0.018507 0.066532
0.521896 0.018506 0.066534
0.523078 0.018506 0.066535
0.524261 0.018506 0.066537
0.525443 0.018506 0.066539
0.526626 0.018506 0.066542
0.527808 0.018507 0.066545
0.528990 0.018507 0.066548
0.530172 0.018508 0.066552
0.531353 0.018508 0.066554
0.532535 0.018509 0.066557
0.533716 0.018509 0.066559
0.534897 0.018510 0.066561
0.536078 0.018511 0.066563
0.537259 0.018511 0.066564
0.538440 0.018512 0.066566
0.539620 0.018513 0.066567
0.540800 0.018513 0.066569
0.541980 0.018514 0.066571
0.543160 0.018515 0.066573
0.544339 0.018516 0.066576
0.545518 0.018518 0.066578
0.546697 0.018519 0.066581
0.547876 0.018521 0.066584
0.549054 0.018523 0.066587
0.550232 0.018525 0.066590
0.551410 0.018527 0.066593
0.552587 0.018528 0.066596
0.553765 0.018530 0.066599
0.554942 0.018532 0.066602
0.556118 0.018534 0.066604
0.557295 0.018535 0.066607
0.558471 0.018537 0.066610
0.559646 0.018539 0.066613
0.560822 0.018540 0.066618
0.561997 0.018542 0.066622
0.563171 0.018544 0.066628
0.564345 0.018546 0.066633
0.565519 0.018548 0.066638
0.566693 0.018550 0.066643
0.567866 0.018553 0.066648
0.569039 0.018555 0.066652
0.570211 0.018557 0.066657
0.571383 0.018560 0.066661
0.572555 0.018562 0.066666
0.573726 0.018565 0.066670
0.574897 0.018568 0.066675
0.576067 0.018571 0.066680
0.577237 0.018574 0.066686
0.578407 0.018577 0.066692
0.579576 0.018580 0.066698
0.580745 0.018584 0.066704
0.581913 0.018588 0.066710
0.583081 0.018591 0.066717
0.584248 0.018595 0.066724
0.585415 0.018599 0.066730
0.586581 0.018604 0.066737
0.587747 0.018608 0.066744
0.588912 0.018612 0.066751
0.590077 0.018616 0.066758
0.591242 0.018620 0.066764
0.592405 0.018624 0.066770
0.593569 0.018628 0.066777
0.594732 0.018632 0.066782
0.595894 0.018636 0.066788
0.597056 0.018640 0.066794
0.598217 0.018644 0.066799
0.599378 0.018648 0.066805
0.600538 0.018652 0.066811
0.601697 0.018657 0.066818
0.602856 0.018661 0.066825
0.604015 0.018665 0.066832
0.605172 0.018669 0.066839
0.606330 0.018674 0.066847
0.607486 0.018678 0.066856
0.608642 0.018682 0.066865
0.609798 0.018686 0.066875
0.610953 0.018690 0.066885
0.612107 0.018694 0.066894
0.613260 0.018698 0.066903
0.614413 0.018703 0.066912
0.615566 0.018707 0.066921
0.616717 0.018711 0.066930
0.617868 0.018716 0.066939
0.619018 0.018720 0.066948
0.620168 0.018724 0.066958
0.621317 0.018729 0.066968
0.622465 0.018733 0.066979
0.623613 0.018737 0.066990
0.624760 0.018741 0.067002
0.625906 0.018745 0.067013
0.627052 0.018749 0.067024
0.628197 0.018753 0.067035
0.629341 0.018757 0.067046
0.630484 0.018760 0.067057
0.631627 0.018764 0.067067
0.632769 0.018768 0.067077
0.633910 0.018772 0.067087
0.635050 0.018776 0.067097
0.636190 0.018780 0.067107
0.637329 0.018784 0.067117
0.638467 0.018789 0.067129
0.639605 0.018793 0.067140
0.640741 0.018798 0.067152
0.641877 0.018802 0.067164
0.643012 0.018807 0.067176
0.644146 0.018812 0.067188
0.645280 0.018818 0.067199
0.646412 0.018823 0.067210
0.647544 0.018829 0.067221
0.648675 0.018835 0.067232
0.649805 0.018842 0.067242
0.650935 0.018849 0.067253
0.652063 0.018855 0.067264
0.653191 0.018863 0.067274
0.654317 0.018870 0.067284
0.655443 0.018877 0.067295
0.656568 0.018884 0.067306
0.657692 0.018892 0.067318
0.658816 0.018899 0.067330
0.659938 0.018906 0.067342
0.661060 0.018913 0.067355
0.662180 0.018921 0.067367
0.663300 0.018928 0.067379
0.664419 0.018934 0.067391
0.665536 0.018941 0.067403
0.666653 0.018948 0.067414
0.667769 0.018954 0.067426
0.668884 0.018961 0.067439
0.669999 0.018967 0.067451
0.671112 0.018973 0.067463
0.672224 0.018980 0.067476
0.673335 0.018986 0.067489
0.674445 0.018993 0.067502
0.675555 0.019000 0.067517
0.676663 0.019007 0.067531
0.677770 0.019014 0.067545
0.678877 0.019022 0.067559
0.679982 0.019030 0.067574
0.681086 0.019038 0.067588
0.682190 0.019045 0.067602
0.683292 0.019053 0.067616
0.684393 0.019061 0.067629
0.685494 0.019069 0.067643
0.686593 0.019076 0.067656
0.687691 0.019084 0.067669
0.688788 0.019092 0.067682
0.689884 0.019100 0.067694
0.690979 0.019107 0.067706
0.692073 0.019115 0.067718
0.693166 0.019123 0.067730
0.694258 0.019131 0.067741
0.695348 0.019139 0.067753
0.696438 0.019147 0.067766
0.697526 0.019155 0.067778
0.698614 0.019163 0.067791
0.699700 0.019172 0.067805
0.700785 0.019180 0.067819
0.701869 0.019189 0.067833
0.702952 0.019198 0.067847
0.704034 0.019206 0.067861
0.705115 0.019215 0.067876
0.706194 0.019224 0.067891
0.707273 0.019233 0.067906
0.708350 0.019242 0.067920
0.709426 0.019251 0.067934
0.710501 0.019261 0.067949
0.711574 0.019270 0.067963
0.712647 0.019280 0.067978
0.713718 0.019290 0.067993
0.714788 0.019300 0.068009
0.715857 0.019310 0.068024
0.716925 0.019320 0.068039
0.717992 0.019330 0.068055
0.719057 0.019340 0.068071
0.720121 0.019350 0.068086
0.721184 0.019360 0.068103
0.722245 0.019371 0.068120
0.723306 0.019381 0.068137
0.724365 0.019391 0.068156
0.725423 0.019401 0.068174
0.726479 0.019411 0.068193
0.727535 0.019421 0.068211
0.728589 0.019431 0.068230
0.729641 0.019441 0.068248
0.730693 0.019450 0.068265
0.731743 0.019460 0.068283
0.732792 0.019470 0.068300
0.733840 0.019480 0.068317
0.734886 0.019490 0.068334
0.735931 0.019500 0.068351
0.736975 0.019511 0.068368
0.738017 0.019521 0.068385
0.739058 0.019531 0.068402
0.740098 0.019541 0.068419
0.741136 0.019551 0.068436
0.742173 0.019562 0.068453
0.743209 0.019572 0.068471
0.744243 0.019583 0.068489
0.745276 0.019593 0.068507
0.746307 0.019604 0.068526
0.747337 0.019615 0.068545
0.748366 0.019626 0.068564
0.749394 0.019637 0.068583
0.750420 0.019649 0.068602
0.751444 0.019660 0.068620
0.752467 0.019671 0.068639
0.753489 0.019683 0.068657
0.754510 0.019694 0.068676
0.755529 0.019705 0.068696
0.756546 0.019717 0.068716
0.757562 0.019728 0.068735
0.758577 0.019740 0.068755
0.759590 0.019751 0.068775
0.760602 0.019763 0.068795
0.761612 0.019774 0.068815
0.762621 0.019786 0.068835
0.763628 0.019797 0.068856
0.764634 0.019809 0.068876
0.765639 0.019821 0.068896
0.766642 0.019832 0.068916
0.767643 0.019844 0.068936
0.768643 0.019856 0.068956
0.769641 0.019868 0.068976
0.770638 0.019880 0.068996
0.771634 0.019892 0.069017
0.772628 0.019905 0.069037
0.773620 0.019917 0.069057
0.774611 0.019929 0.069078
0.775600 0.019941 0.069098
0.776588 0.019953 0.069119
0.777574 0.019966 0.069140
0.778559 0.019978 0.069161
0.779542 0.019990 0.069183
0.780524 0.020003 0.069205
0.781504 0.020016 0.069227
0.782482 0.020028 0.069249
0.783459 0.020041 0.069271
0.784434 0.020054 0.069293
0.785408 0.020066 0.069315
0.786380 0.020079 0.069337
0.787350 0.020092 0.069358
0.788319 0.020104 0.069380
0.789287 0.020117 0.069401
0.790252 0.020130 0.069422
0.791216 0.020143 0.069444
0.792179 0.020156 0.069465
0.793139 0.020169 0.069486
0.794099 0.020182 0.069508
0.795056 0.020196 0.069530
0.796012 0.020210 0.069551
0.796966 0.020224 0.069573
0.797919 0.020239 0.069594
0.798869 0.020253 0.069616
0.799819 0.020268 0.069637
0.800766 0.020283 0.069658
0.801712 0.020298 0.069680
0.802656 0.020314 0.069701
0.803599 0.020329 0.069723
0.804539 0.020345 0.069745
0.805478 0.020360 0.069768
0.806416 0.020376 0.069790
0.807351 0.020392 0.069813
0.808285 0.020407 0.069836
0.809217 0.020423 0.069860
0.810148 0.020439 0.069883
0.811077 0.020456 0.069907
0.812004 0.020472 0.069931
0.812929 0.020489 0.069954
0.813852 0.020506 0.069978
0.814774 0.020523 0.070002
0.815694 0.020540 0.070026
0.816612 0.020557 0.070050
0.817529 0.020575 0.070074
