# z      t_rms    u_rms
0.122418 0.024959 0.014844
0.124030 0.024855 0.014775
0.125652 0.024752 0.014706
0.127282 0.024650 0.014638
0.128921 0.024550 0.014569
0.130569 0.024451 0.014502
0.132226 0.024353 0.014435
0.133892 0.024257 0.014368
0.135567 0.024162 0.014301
0.137250 0.024069 0.014235
0.138943 0.023977 0.014170
0.140643 0.023885 0.014104
0.142353 0.023796 0.014040
0.144071 0.023707 0.013975
0.145798 0.023619 0.013911
0.147533 0.023533 0.013847
0.149277 0.023448 0.013784
0.151029 0.023364 0.013721
0.152789 0.023281 0.013659
0.154558 0.023199 0.013597
0.156335 0.023119 0.013535
0.158121 0.023039 0.013474
0.159914 0.022961 0.013413
0.161716 0.022883 0.013353
0.163526 0.022807 0.013293
0.165344 0.022731 0.013233
0.167170 0.022657 0.013174
0.169005 0.022583 0.013115
0.170847 0.022511 0.013057
0.172697 0.022439 0.012999
0.174555 0.022368 0.012941
0.176420 0.022298 0.012884
0.178294 0.022229 0.012827
0.180175 0.022161 0.012771
0.182064 0.022094 0.012715
0.183961 0.022027 0.012659
0.185865 0.021962 0.012604
0.187777 0.021897 0.012549
0.189696 0.021833 0.012495
0.191623 0.021770 0.012441
0.193557 0.021708 0.012388
0.195498 0.021647 0.012334
0.197447 0.021586 0.012282
0.199403 0.021526 0.012230
0.201367 0.021467 0.012178
0.203337 0.021409 0.012126
0.205315 0.021351 0.012075
0.207300 0.021295 0.012025
0.209292 0.021239 0.011974
0.211290 0.021183 0.011925
0.213296 0.021129 0.011875
0.215309 0.021075 0.011826
0.217328 0.021022 0.011778
0.219355 0.020969 0.011730
0.221388 0.020917 0.011682
0.223427 0.020866 0.011635
0.225474 0.020815 0.011588
0.227527 0.020765 0.011542
0.229586 0.020716 0.011496
0.231653 0.020667 0.011450
0.233725 0.020619 0.011405
0.235804 0.020572 0.011360
0.237889 0.020525 0.011316
0.239981 0.020479 0.011272
0.242079 0.020434 0.011228
0.244183 0.020389 0.011185
0.246293 0.020345 0.011142
0.248409 0.020302 0.011100
0.250532 0.020259 0.011058
0.252660 0.020217 0.011017
0.254794 0.020175 0.010976
0.256935 0.020134 0.010935
0.259081 0.020094 0.010895
0.261233 0.020054 0.010855
0.263390 0.020015 0.010816
0.265554 0.019977 0.010777
0.267722 0.019939 0.010738
0.269897 0.019902 0.010700
0.272077 0.019866 0.010662
0.274263 0.019830 0.010625
0.276454 0.019794 0.010588
0.278650 0.019760 0.010552
0.280852 0.019725 0.010516
0.283059 0.019691 0.010480
0.285271 0.019658 0.010445
0.287488 0.019624 0.010410
0.289711 0.019592 0.010376
0.291938 0.019560 0.010342
0.294171 0.019528 0.010309
0.296408 0.019496 0.010275
0.298650 0.019465 0.010243
0.300898 0.019435 0.010210
0.303150 0.019404 0.010179
0.305406 0.019375 0.010147
0.307668 0.019345 0.010116
0.309934 0.019316 0.010085
0.312205 0.019288 0.010055
0.314480 0.019259 0.010025
0.316759 0.019232 0.009996
0.319043 0.019204 0.009967
0.321332 0.019177 0.009938
0.323624 0.019150 0.009910
0.325921 0.019124 0.009882
0.328222 0.019098 0.009855
0.330528 0.019072 0.009828
0.332837 0.019047 0.009801
0.335150 0.019022 0.009775
0.337468 0.018997 0.009749
0.339789 0.018973 0.009723
0.342114 0.018949 0.009698
0.344443 0.018926 0.009674
0.346775 0.018902 0.009649
0.349112 0.018879 0.009626
0.351451 0.018857 0.009602
0.353795 0.018835 0.009579
0.356142 0.018813 0.009556
0.358492 0.018791 0.009534
0.360846 0.018770 0.009512
0.363204 0.018749 0.009490
0.365564 0.018729 0.009469
0.367928 0.018709 0.009448
0.370295 0.018689 0.009428
0.372665 0.018670 0.009408
0.375038 0.018651 0.009388
0.377414 0.018632 0.009369
0.379793 0.018614 0.009350
0.382175 0.018596 0.009332
0.384560 0.018578 0.009314
0.386947 0.018560 0.009296
0.389338 0.018543 0.009279
0.391731 0.018526 0.009262
0.394126 0.018510 0.009245
0.396524 0.018494 0.009229
0.398925 0.018478 0.009213
0.401328 0.018462 0.009198
0.403733 0.018447 0.009183
0.406141 0.018432 0.009168
0.408551 0.018418 0.009154
0.410963 0.018404 0.009140
0.413377 0.018390 0.009126
0.415794 0.018377 0.009113
0.418212 0.018364 0.009101
0.420633 0.018351 0.009088
0.423055 0.018339 0.009076
0.425479 0.018327 0.009065
0.427905 0.018315 0.009054
0.430333 0.018304 0.009043
0.432762 0.018293 0.009032
0.435193 0.018283 0.009023
0.437626 0.018272 0.009013
0.440060 0.018262 0.009004
0.442495 0.018253 0.008995
0.444932 0.018243 0.008987
0.447370 0.018234 0.008979
0.449809 0.018225 0.008971
0.452250 0.018216 0.008964
0.454692 0.018208 0.008957
0.457135 0.018200 0.008951
0.459579 0.018192 0.008945
0.462024 0.018185 0.008939
0.464469 0.018178 0.008934
0.466916 0.018171 0.008929
0.469364 0.018164 0.008925
0.471812 0.018158 0.008921
0.474261 0.018152 0.008918
0.476710 0.018147 0.008914
0.479160 0.018142 0.008912
0.481611 0.018137 0.008909
0.484062 0.018132 0.008907
0.486513 0.018129 0.008906
0.488965 0.018125 0.008904
0.491417 0.018122 0.008904
0.493869 0.018119 0.008903
0.496321 0.018117 0.008903
0.498774 0.018115 0.008903
0.501226 0.018114 0.008904
0.503679 0.018113 0.008905
0.506131 0.018112 0.008907
0.508583 0.018112 0.008908
0.511035 0.018112 0.008911
0.513487 0.018113 0.008913
0.515938 0.018113 0.008916
0.518389 0.018115 0.008920
0.520840 0.018116 0.008923
0.523290 0.018118 0.008928
0.525739 0.018120 0.008932
0.528188 0.018122 0.008937
0.530636 0.018125 0.008942
0.533084 0.018128 0.008948
0.535531 0.018131 0.008954
0.537976 0.018135 0.008961
0.540421 0.018139 0.008967
0.542865 0.018143 0.008975
0.545308 0.018147 0.008982
0.547750 0.018152 0.008990
0.550191 0.018157 0.008999
0.552630 0.018163 0.009007
0.555068 0.018169 0.009017
0.557505 0.018175 0.009026
0.559940 0.018181 0.009036
0.562374 0.018188 0.009046
0.564807 0.018196 0.009057
0.567238 0.018203 0.009068
0.569667 0.018211 0.009079
0.572095 0.018219 0.009091
0.574521 0.018228 0.009103
0.576945 0.018237 0.009116
0.579367 0.018246 0.009129
0.581788 0.018256 0.009142
0.584206 0.018265 0.009156
0.586623 0.018276 0.009170
0.589037 0.018286 0.009185
0.591449 0.018297 0.009200
0.593859 0.018309 0.009215
0.596267 0.018321 0.009231
0.598672 0.018333 0.009247
0.601075 0.018346 0.009263
0.603476 0.018359 0.009280
0.605874 0.018372 0.009297
0.608269 0.018386 0.009314
0.610662 0.018401 0.009332
0.613053 0.018416 0.009350
0.615440 0.018432 0.009369
0.617825 0.018448 0.009388
0.620207 0.018464 0.009407
0.622586 0.018481 0.009427
0.624962 0.018498 0.009447
0.627335 0.018516 0.009467
0.629705 0.018535 0.009488
0.632072 0.018553 0.009509
0.634436 0.018573 0.009531
0.636796 0.018593 0.009553
0.639154 0.018613 0.009575
0.641508 0.018633 0.009598
0.643858 0.018655 0.009621
0.646205 0.018676 0.009644
0.648549 0.018698 0.009668
0.650888 0.018721 0.009692
0.653225 0.018744 0.009717
0.655557 0.018767 0.009742
0.657886 0.018791 0.009767
0.660211 0.018815 0.009793
0.662532 0.018840 0.009819
0.664850 0.018865 0.009845
0.667163 0.018890 0.009872
0.669472 0.018916 0.009899
0.671778 0.018942 0.009926
0.674079 0.018969 0.009954
0.676376 0.018996 0.009983
0.678668 0.019023 0.010011
0.680957 0.019051 0.010040
0.683241 0.019079 0.010070
0.685520 0.019108 0.010100
0.687795 0.019137 0.010130
0.690066 0.019166 0.010161
0.692332 0.019196 0.010192
0.694594 0.019226 0.010223
0.696850 0.019257 0.010255
0.699102 0.019288 0.010287
0.701350 0.019320 0.010320
0.703592 0.019352 0.010353
0.705829 0.019384 0.010386
0.708062 0.019417 0.010420
0.710289 0.019450 0.010454
0.712512 0.019484 0.010488
0.714729 0.019518 0.010523
0.716941 0.019553 0.010559
0.719148 0.019588 0.010595
0.721350 0.019623 0.010631
0.723546 0.019659 0.010667
0.725737 0.019695 0.010704
0.727923 0.019732 0.010742
0.730103 0.019769 0.010779
0.732278 0.019807 0.010817
0.734446 0.019845 0.010856
0.736610 0.019883 0.010895
0.738767 0.019922 0.010934
0.740919 0.019962 0.010974
0.743065 0.020001 0.011014
0.745206 0.020042 0.011055
0.747340 0.020082 0.011096
0.749468 0.020124 0.011137
0.751591 0.020165 0.011179
0.753707 0.020207 0.011221
0.755817 0.020250 0.011264
0.757921 0.020293 0.011307
0.760019 0.020336 0.011350
0.762111 0.020380 0.011394
0.764196 0.020425 0.011438
0.766275 0.020470 0.011482
0.768347 0.020515 0.011527
0.770414 0.020561 0.011572
0.772473 0.020607 0.011618
0.774526 0.020654 0.011664
0.776573 0.020702 0.011711
0.778612 0.020749 0.011757
0.780645 0.020798 0.011805
0.782672 0.020847 0.011852
0.784691 0.020897 0.011900
0.786704 0.020947 0.011949
0.788710 0.020998 0.011997
0.790708 0.021049 0.012046
0.792700 0.021101 0.012096
0.794685 0.021154 0.012146
0.796663 0.021207 0.012196
0.798633 0.021261 0.012247
0.800597 0.021316 0.012298
0.802553 0.021371 0.012349
0.804502 0.021427 0.012401
0.806443 0.021484 0.012453
0.808377 0.021541 0.012506
0.810304 0.021599 0.012559
0.812223 0.021658 0.012612
0.814135 0.021717 0.012666
0.816039 0.021777 0.012720
0.817936 0.021838 0.012774
0.819825 0.021900 0.012829
0.821706 0.021963 0.012884
0.823580 0.022026 0.012939
0.825445 0.022091 0.012995
0.827303 0.022156 0.013052
0.829153 0.022222 0.013108
0.830995 0.022289 0.013165
0.832830 0.022357 0.013223
0.834656 0.022426 0.013280
0.836474 0.022495 0.013339
0.838284 0.022566 0.013397
0.840086 0.022638 0.013456
0.841879 0.022711 0.013515
0.843665 0.022784 0.013575
0.845442 0.022859 0.013635
0.847211 0.022935 0.013695
0.848971 0.023012 0.013756
0.850723 0.023090 0.013817
0.852467 0.023169 0.013878
0.854202 0.023250 0.013940
0.855929 0.023331 0.014002
0.857647 0.023414 0.014065
0.859357 0.023497 0.014128
0.861057 0.023582 0.014191
0.862750 0.023668 0.014255
0.864433 0.023756 0.014319
0.866108 0.023844 0.014383
0.867774 0.023934 0.014448
0.869431 0.024026 0.014513
0.871079 0.024118 0.014578
0.872718 0.024212 0.014644
0.874348 0.024308 0.014710
0.875970 0.024405 0.014777
0.877582 0.024503 0.014844
0.879185 0.024603 0.014911
0.880779 0.024704 0.014979
0.882364 0.024807 0.015047
0.883939 0.024912 0.015115
0.885506 0.025018 0.015184
0.887063 0.025126 0.015253
0.888611 0.025236 0.015323
0.890149 0.025347 0.015393
0.891678 0.025460 0.015463
0.893198 0.025575 0.015534
0.894708 0.025692 0.015605
0.896209 0.025811 0.015676
0.897700 0.025931 0.015748
0.899182 0.026054 0.015820
0.900654 0.026178 0.015892
0.902116 0.026305 0.015965
0.903569 0.026433 0.016038
0.905012 0.026564 0.016112
0.906445 0.026697 0.016186
0.907868 0.026832 0.016260
0.909282 0.026970 0.016335
0.910686 0.027109 0.016410
0.912080 0.027251 0.016485
0.913464 0.027395 0.016561
0.914838 0.027542 0.016637
0.916202 0.027691 0.016713
0.917556 0.027843 0.016790
0.918900 0.027997 0.016867
0.920234 0.028154 0.016945
0.921557 0.028314 0.017023
0.922871 0.028476 0.017101
0.924175 0.028641 0.017180
0.925468 0.028809 0.017259
0.926751 0.028980 0.017338
0.928024 0.029154 0.017418
0.929286 0.029331 0.017498
0.930538 0.029511 0.017578
0.931780 0.029695 0.017659
0.933012 0.029881 0.017740
0.934233 0.030071 0.017822
0.935443 0.030265 0.017904
0.936643 0.030462 0.017986
0.937833 0.030662 0.018069
0.939012 0.030866 0.018152
0.940181 0.031074 0.018235
0.941338 0.031286 0.018319
0.942486 0.031502 0.018403
0.943622 0.031721 0.018487
0.944748 0.031945 0.018572
0.945864 0.032172 0.018657
0.946968 0.032404 0.018742
0.948062 0.032641 0.018828
0.949145 0.032882 0.018914
0.950217 0.033127 0.019000
0.951278 0.033377 0.019087
0.952329 0.033632 0.019174
0.953369 0.033891 0.019261
0.954397 0.034156 0.019349
0.955415 0.034425 0.019437
0.956422 0.034700 0.019525
0.957418 0.034980 0.019614
0.958403 0.035266 0.019702
0.959376 0.035557 0.019792
0.960339 0.035854 0.019881
0.961291 0.036157 0.019970
0.962231 0.036465 0.020060
0.963161 0.036780 0.020150
0.964079 0.037101 0.020241
0.964986 0.037429 0.020331
0.965882 0.037763 0.020422
0.966767 0.038104 0.020513
0.967641 0.038452 0.020604
0.968503 0.038806 0.020695
0.969354 0.039169 0.020787
0.970194 0.039538 0.020878
0.971022 0.039915 0.020970
0.971839 0.040300 0.021062
0.972645 0.040692 0.021154
0.973439 0.041093 0.021245
0.974222 0.041502 0.021337
0.974994 0.041920 0.021429
0.975754 0.042347 0.021521
0.976503 0.042782 0.021613
0.977240 0.043226 0.021705
0.977966 0.043680 0.021797
0.978680 0.044143 0.021889
0.979383 0.044616 0.021981
0.980074 0.045099 0.022072
0.980754 0.045592 0.022164
0.981422 0.046095 0.022255
0.982078 0.046608 0.022346
0.982723 0.047133 0.022437
0.983356 0.047668 0.022527
0.983978 0.048214 0.022617
0.984588 0.048771 0.022707
0.985186 0.049339 0.022797
0.985773 0.049919 0.022886
0.986348 0.050511 0.022974
0.986911 0.051114 0.023063
0.987463 0.051729 0.023150
0.988003 0.052355 0.023238
0.988531 0.052994 0.023324
0.989047 0.053644 0.023410
0.989552 0.054305 0.023495
0.990045 0.054977 0.023580
0.990526 0.055661 0.023664
0.990995 0.056355 0.023747
0.991452 0.057059 0.023829
0.991898 0.057772 0.023910
0.992332 0.058494 0.023991
0.992754 0.059223 0.024070
0.993164 0.059958 0.024148
0.993562 0.060697 0.024226
0.993948 0.061438 0.024302
0.994323 0.062178 0.024376
0.994685 0.062913 0.024450
0.995036 0.063641 0.024522
0.995374 0.064355 0.024593
0.995701 0.065050 0.024662
0.996016 0.065718 0.024730
0.996319 0.066348 0.024795
0.996610 0.066926 0.024853
0.996889 0.067437 0.024901
0.997156 0.067863 0.024940
0.997411 0.068185 0.024979
0.997655 0.068386 0.025038
0.997886 0.068452 0.025154
0.998105 0.068369 0.025365
0.998312 0.068104 0.025696
0.998508 0.067589 0.026129
0.998691 0.066686 0.026590
0.998862 0.065179 0.026953
0.999021 0.062779 0.027054
0.999169 0.059206 0.026732
0.999304 0.054296 0.025855
0.999427 0.048113 0.024348
0.999538 0.040984 0.022203
0.999638 0.033425 0.019485
0.999725 0.025986 0.016328
0.999800 0.019132 0.012923
0.999863 0.013170 0.009500
0.999914 0.008268 0.006306
0.999953 0.004500 0.003585
0.999980 0.001887 0.001550
0.999995 0.000436 0.000363
