# z      t_rms    u_rms
0.097311 0.055729 0.117186
0.097976 0.055599 0.117007
0.098642 0.055471 0.116828
0.099309 0.055344 0.116650
0.099978 0.055218 0.116474
0.100649 0.055093 0.116301
0.101321 0.054969 0.116131
0.101995 0.054847 0.115964
0.102670 0.054726 0.115800
0.103347 0.054606 0.115640
0.104025 0.054487 0.115483
0.104705 0.054369 0.115330
0.105386 0.054252 0.115182
0.106069 0.054137 0.115037
0.106753 0.054022 0.114896
0.107439 0.053909 0.114758
0.108126 0.053798 0.114621
0.108815 0.053687 0.114486
0.109505 0.053578 0.114352
0.110197 0.053470 0.114219
0.110891 0.053362 0.114088
0.111586 0.053256 0.113957
0.112282 0.053150 0.113828
0.112980 0.053045 0.113700
0.113679 0.052941 0.113576
0.114380 0.052838 0.113456
0.115082 0.052737 0.113339
0.115786 0.052636 0.113224
0.116491 0.052537 0.113111
0.117198 0.052439 0.113000
0.117906 0.052342 0.112889
0.118616 0.052246 0.112779
0.119327 0.052151 0.112670
0.120040 0.052057 0.112560
0.120754 0.051964 0.112452
0.121470 0.051871 0.112344
0.122187 0.051779 0.112236
0.122905 0.051688 0.112128
0.123625 0.051597 0.112022
0.124346 0.051506 0.111916
0.125069 0.051416 0.111812
0.125793 0.051327 0.111708
0.126519 0.051239 0.111604
0.127246 0.051152 0.111501
0.127975 0.051066 0.111398
0.128705 0.050981 0.111297
0.129436 0.050897 0.111195
0.130169 0.050814 0.111093
0.130903 0.050731 0.110991
0.131639 0.050649 0.110889
0.132376 0.050567 0.110787
0.133115 0.050486 0.110686
0.133855 0.050405 0.110586
0.134596 0.050324 0.110486
0.135339 0.050243 0.110387
0.136083 0.050163 0.110289
0.136829 0.050082 0.110194
0.137576 0.050001 0.110101
0.138324 0.049921 0.110008
0.139074 0.049840 0.109916
0.139825 0.049760 0.109824
0.140578 0.049681 0.109734
0.141331 0.049602 0.109645
0.142087 0.049524 0.109558
0.142843 0.049447 0.109473
0.143602 0.049371 0.109389
0.144361 0.049296 0.109307
0.145122 0.049222 0.109225
0.145884 0.049148 0.109145
0.146648 0.049076 0.109065
0.147412 0.049004 0.108985
0.148179 0.048933 0.108905
0.148946 0.048862 0.108826
0.149715 0.048792 0.108747
0.150486 0.048722 0.108667
0.151257 0.048654 0.108586
0.152030 0.048586 0.108503
0.152805 0.048518 0.108419
0.153580 0.048452 0.108335
0.154357 0.048386 0.108250
0.155136 0.048320 0.108164
0.155915 0.048255 0.108077
0.156696 0.048191 0.107991
0.157479 0.048127 0.107907
0.158262 0.048064 0.107822
0.159047 0.048002 0.107736
0.159833 0.047940 0.107647
0.160621 0.047880 0.107557
0.161410 0.047820 0.107468
0.162200 0.047760 0.107379
0.162992 0.047701 0.107291
0.163784 0.047641 0.107202
0.164578 0.047583 0.107113
0.165374 0.047525 0.107023
0.166170 0.047467 0.106933
0.166968 0.047410 0.106841
0.167768 0.047353 0.106748
0.168568 0.047296 0.106651
0.169370 0.047239 0.106552
0.170173 0.047182 0.106450
0.170977 0.047125 0.106349
0.171783 0.047068 0.106247
0.172590 0.047011 0.106146
0.173398 0.046956 0.106045
0.174207 0.046900 0.105944
0.175018 0.046846 0.105841
0.175830 0.046792 0.105739
0.176643 0.046739 0.105637
0.177457 0.046687 0.105536
0.178273 0.046635 0.105435
0.179090 0.046584 0.105335
0.179908 0.046533 0.105236
0.180727 0.046481 0.105140
0.181548 0.046430 0.105048
0.182369 0.046379 0.104958
0.183192 0.046328 0.104870
0.184017 0.046278 0.104782
0.184842 0.046228 0.104692
0.185669 0.046179 0.104596
0.186497 0.046131 0.104495
0.187326 0.046083 0.104391
0.188156 0.046036 0.104284
0.188987 0.045989 0.104176
0.189820 0.045943 0.104067
0.190654 0.045898 0.103958
0.191489 0.045854 0.103848
0.192325 0.045811 0.103737
0.193163 0.045769 0.103626
0.194001 0.045728 0.103513
0.194841 0.045689 0.103398
0.195682 0.045650 0.103284
0.196524 0.045611 0.103173
0.197367 0.045574 0.103066
0.198212 0.045536 0.102965
0.199057 0.045500 0.102865
0.199904 0.045464 0.102767
0.200752 0.045428 0.102670
0.201601 0.045393 0.102575
0.202452 0.045358 0.102482
0.203303 0.045323 0.102394
0.204155 0.045289 0.102308
0.205009 0.045254 0.102225
0.205864 0.045220 0.102144
0.206720 0.045184 0.102064
0.207577 0.045149 0.101987
0.208435 0.045113 0.101909
0.209294 0.045077 0.101833
0.210155 0.045041 0.101757
0.211016 0.045005 0.101682
0.211879 0.044968 0.101608
0.212743 0.044931 0.101538
0.213608 0.044894 0.101471
0.214474 0.044857 0.101407
0.215341 0.044820 0.101346
0.216209 0.044784 0.101286
0.217078 0.044749 0.101225
0.217949 0.044713 0.101164
0.218820 0.044676 0.101100
0.219693 0.044640 0.101037
0.220566 0.044603 0.100974
0.221441 0.044565 0.100911
0.222317 0.044527 0.100849
0.223193 0.044488 0.100786
0.224071 0.044448 0.100725
0.224950 0.044408 0.100664
0.225830 0.044368 0.100603
0.226711 0.044330 0.100542
0.227594 0.044292 0.100482
0.228477 0.044255 0.100420
0.229361 0.044220 0.100357
0.230246 0.044185 0.100295
0.231132 0.044150 0.100234
0.232020 0.044116 0.100173
0.232908 0.044082 0.100111
0.233798 0.044048 0.100049
0.234688 0.044015 0.099989
0.235579 0.043982 0.099932
0.236472 0.043949 0.099879
0.237365 0.043916 0.099826
0.238260 0.043883 0.099775
0.239155 0.043851 0.099725
0.240052 0.043819 0.099675
0.240949 0.043787 0.099628
0.241848 0.043755 0.099584
0.242747 0.043724 0.099544
0.243648 0.043692 0.099510
0.244549 0.043660 0.099482
0.245452 0.043629 0.099457
0.246355 0.043598 0.099435
0.247260 0.043567 0.099416
0.248165 0.043537 0.099399
0.249071 0.043506 0.099382
0.249979 0.043476 0.099366
0.250887 0.043445 0.099351
0.251796 0.043414 0.099338
0.252706 0.043384 0.099327
0.253617 0.043353 0.099315
0.254530 0.043323 0.099300
0.255443 0.043292 0.099283
0.256357 0.043262 0.099266
0.257271 0.043232 0.099249
0.258187 0.043202 0.099233
0.259104 0.043172 0.099217
0.260022 0.043143 0.099203
0.260940 0.043114 0.099188
0.261860 0.043085 0.099171
0.262781 0.043057 0.099153
0.263702 0.043029 0.099137
0.264624 0.043001 0.099122
0.265547 0.042973 0.099109
0.266472 0.042945 0.099097
0.267397 0.042918 0.099085
0.268322 0.042892 0.099072
0.269249 0.042868 0.099060
0.270177 0.042844 0.099048
0.271105 0.042820 0.099034
0.272035 0.042797 0.099017
0.272965 0.042773 0.098995
0.273896 0.042749 0.098970
0.274829 0.042726 0.098945
0.275761 0.042703 0.098921
0.276695 0.042681 0.098896
0.277630 0.042660 0.098867
0.278565 0.042638 0.098836
0.279502 0.042617 0.098806
0.280439 0.042596 0.098774
0.281377 0.042576 0.098740
0.282316 0.042556 0.098706
0.283256 0.042536 0.098672
0.284196 0.042516 0.098638
0.285138 0.042497 0.098604
0.286080 0.042479 0.098571
0.287023 0.042461 0.098537
0.287967 0.042444 0.098502
0.288912 0.042427 0.098465
0.289857 0.042411 0.098427
0.290803 0.042395 0.098387
0.291751 0.042380 0.098344
0.292698 0.042365 0.098298
0.293647 0.042351 0.098250
0.294597 0.042338 0.098198
0.295547 0.042325 0.098143
0.296498 0.042313 0.098086
0.297450 0.042300 0.098026
0.298403 0.042288 0.097964
0.299356 0.042276 0.097902
0.300310 0.042265 0.097841
0.301265 0.042254 0.097781
0.302221 0.042244 0.097723
0.303178 0.042234 0.097667
0.304135 0.042226 0.097611
0.305093 0.042218 0.097555
0.306052 0.042210 0.097499
0.307011 0.042203 0.097444
0.307971 0.042195 0.097390
0.308932 0.042188 0.097336
0.309894 0.042180 0.097279
0.310857 0.042173 0.097223
0.311820 0.042166 0.097168
0.312784 0.042158 0.097118
0.313748 0.042151 0.097068
0.314714 0.042145 0.097018
0.315680 0.042138 0.096969
0.316647 0.042132 0.096919
0.317614 0.042126 0.096872
0.318582 0.042119 0.096828
0.319551 0.042112 0.096786
0.320521 0.042104 0.096747
0.321491 0.042096 0.096713
0.322462 0.042088 0.096685
0.323434 0.042081 0.096658
0.324406 0.042073 0.096630
0.325379 0.042065 0.096602
0.326353 0.042057 0.096575
0.327327 0.042049 0.096549
0.328302 0.042040 0.096525
0.329278 0.042031 0.096503
0.330254 0.042021 0.096486
0.331231 0.042011 0.096473
0.332208 0.042000 0.096463
0.333187 0.041988 0.096456
0.334166 0.041976 0.096451
0.335145 0.041963 0.096444
0.336125 0.041950 0.096435
0.337106 0.041936 0.096426
0.338088 0.041922 0.096417
0.339070 0.041908 0.096410
0.340052 0.041893 0.096402
0.341036 0.041877 0.096392
0.342020 0.041861 0.096380
0.343004 0.041845 0.096366
0.343989 0.041828 0.096351
0.344975 0.041811 0.096337
0.345961 0.041793 0.096325
0.346948 0.041775 0.096313
0.347936 0.041756 0.096301
0.348924 0.041736 0.096291
0.349913 0.041717 0.096281
0.350902 0.041697 0.096272
0.351892 0.041678 0.096267
0.352882 0.041659 0.096267
0.353873 0.041640 0.096271
0.354865 0.041621 0.096276
0.355857 0.041603 0.096281
0.356849 0.041585 0.096285
0.357843 0.041568 0.096288
0.358836 0.041552 0.096292
0.359831 0.041537 0.096293
0.360825 0.041522 0.096292
0.361821 0.041507 0.096289
0.362817 0.041493 0.096284
0.363813 0.041480 0.096282
0.364810 0.041468 0.096279
0.365807 0.041458 0.096274
0.366805 0.041448 0.096268
0.367804 0.041439 0.096262
0.368803 0.041432 0.096258
0.369802 0.041425 0.096254
0.370802 0.041420 0.096254
0.371803 0.041414 0.096258
0.372804 0.041409 0.096265
0.373805 0.041405 0.096274
0.374807 0.041400 0.096285
0.375810 0.041395 0.096297
0.376813 0.041391 0.096307
0.377816 0.041386 0.096313
0.378820 0.041382 0.096319
0.379824 0.041379 0.096327
0.380829 0.041376 0.096337
0.381835 0.041373 0.096347
0.382840 0.041372 0.096359
0.383846 0.041372 0.096372
0.384853 0.041372 0.096387
0.385860 0.041373 0.096405
0.386868 0.041376 0.096425
0.387876 0.041378 0.096444
0.388884 0.041382 0.096458
0.389893 0.041386 0.096469
0.390902 0.041391 0.096475
0.391912 0.041396 0.096475
0.392922 0.041403 0.096472
0.393932 0.041409 0.096464
0.394943 0.041417 0.096456
0.395954 0.041425 0.096449
0.396966 0.041434 0.096443
0.397978 0.041444 0.096437
0.398991 0.041455 0.096429
0.400003 0.041466 0.096418
0.401017 0.041478 0.096404
0.402030 0.041490 0.096389
0.403044 0.041502 0.096373
0.404059 0.041514 0.096358
0.405074 0.041524 0.096344
0.406089 0.041535 0.096330
0.407104 0.041546 0.096314
0.408120 0.041556 0.096298
0.409136 0.041567 0.096281
0.410153 0.041577 0.096262
0.411170 0.041589 0.096244
0.412187 0.041600 0.096224
0.413204 0.041611 0.096199
0.414222 0.041623 0.096172
0.415241 0.041635 0.096145
0.416259 0.041648 0.096120
0.417278 0.041661 0.096095
0.418297 0.041674 0.096071
0.419317 0.041687 0.096045
0.420337 0.041700 0.096018
0.421357 0.041714 0.095990
0.422377 0.041727 0.095962
0.423398 0.041741 0.095937
0.424419 0.041754 0.095915
0.425440 0.041767 0.095896
0.426462 0.041779 0.095880
0.427484 0.041791 0.095863
0.428506 0.041802 0.095843
0.429528 0.041811 0.095820
0.430551 0.041819 0.095797
0.431574 0.041825 0.095775
0.432597 0.041831 0.095756
0.433621 0.041835 0.095741
0.434644 0.041839 0.095730
0.435668 0.041842 0.095720
0.436693 0.041845 0.095707
0.437717 0.041848 0.095693
0.438742 0.041851 0.095678
0.439767 0.041853 0.095661
0.440792 0.041855 0.095645
0.441818 0.041856 0.095629
0.442843 0.041858 0.095610
0.443869 0.041859 0.095587
0.444895 0.041860 0.095562
0.445922 0.041861 0.095537
0.446948 0.041863 0.095508
0.447975 0.041865 0.095480
0.449002 0.041867 0.095453
0.450029 0.041869 0.095424
0.451056 0.041871 0.095396
0.452084 0.041874 0.095370
0.453111 0.041876 0.095342
0.454139 0.041879 0.095314
0.455167 0.041881 0.095287
0.456196 0.041884 0.095263
0.457224 0.041888 0.095240
0.458252 0.041891 0.095217
0.459281 0.041896 0.095193
0.460310 0.041901 0.095166
0.461339 0.041906 0.095136
0.462368 0.041912 0.095105
0.463398 0.041917 0.095073
0.464427 0.041922 0.095040
0.465457 0.041927 0.095004
0.466486 0.041933 0.094965
0.467516 0.041939 0.094924
0.468546 0.041946 0.094880
0.469576 0.041952 0.094835
0.470606 0.041959 0.094791
0.471637 0.041966 0.094747
0.472667 0.041972 0.094706
0.473698 0.041980 0.094668
0.474728 0.041987 0.094629
0.475759 0.041995 0.094591
0.476790 0.042003 0.094551
0.477821 0.042011 0.094510
0.478852 0.042019 0.094468
0.479883 0.042026 0.094424
0.480914 0.042032 0.094376
0.481945 0.042038 0.094323
0.482977 0.042043 0.094267
0.484008 0.042048 0.094209
0.485040 0.042052 0.094152
0.486071 0.042057 0.094100
0.487103 0.042062 0.094048
0.488134 0.042067 0.093995
0.489166 0.042072 0.093943
0.490198 0.042078 0.093891
0.491229 0.042083 0.093839
0.492261 0.042089 0.093786
0.493293 0.042095 0.093731
0.494325 0.042102 0.093678
0.495357 0.042109 0.093624
0.496388 0.042116 0.093571
0.497420 0.042123 0.093520
0.498452 0.042129 0.093472
0.499484 0.042135 0.093428
0.500516 0.042141 0.093387
0.501548 0.042146 0.093349
0.502580 0.042151 0.093313
0.503612 0.042154 0.093278
0.504643 0.042158 0.093245
0.505675 0.042160 0.093213
0.506707 0.042162 0.093180
0.507739 0.042163 0.093149
0.508771 0.042164 0.093118
0.509802 0.042164 0.093088
0.510834 0.042164 0.093061
0.511866 0.042164 0.093036
0.512897 0.042164 0.093011
0.513929 0.042163 0.092986
0.514960 0.042162 0.092961
0.515992 0.042161 0.092939
0.517023 0.042159 0.092921
0.518055 0.042157 0.092907
0.519086 0.042155 0.092897
0.520117 0.042153 0.092890
0.521148 0.042151 0.092883
0.522179 0.042148 0.092878
0.523210 0.042145 0.092876
0.524241 0.042143 0.092879
0.525272 0.042140 0.092890
0.526302 0.042139 0.092909
0.527333 0.042137 0.092935
0.528363 0.042136 0.092961
0.529394 0.042136 0.092986
0.530424 0.042136 0.093010
0.531454 0.042136 0.093033
0.532484 0.042137 0.093052
0.533514 0.042138 0.093072
0.534543 0.042139 0.093096
0.535573 0.042140 0.093121
0.536602 0.042142 0.093147
0.537632 0.042143 0.093174
0.538661 0.042145 0.093199
0.539690 0.042146 0.093224
0.540719 0.042148 0.093247
0.541748 0.042150 0.093271
0.542776 0.042153 0.093297
0.543804 0.042157 0.093325
0.544833 0.042162 0.093356
0.545861 0.042168 0.093386
0.546889 0.042173 0.093414
0.547916 0.042179 0.093439
0.548944 0.042185 0.093464
0.549971 0.042191 0.093488
0.550998 0.042197 0.093509
0.552025 0.042202 0.093530
0.553052 0.042208 0.093551
0.554078 0.042213 0.093568
0.555105 0.042219 0.093583
0.556131 0.042225 0.093599
0.557157 0.042231 0.093615
0.558182 0.042237 0.093633
0.559208 0.042242 0.093649
0.560233 0.042247 0.093664
0.561258 0.042252 0.093682
0.562283 0.042257 0.093700
0.563307 0.042261 0.093721
0.564332 0.042266 0.093742
0.565356 0.042271 0.093761
0.566379 0.042275 0.093779
0.567403 0.042280 0.093798
0.568426 0.042285 0.093820
0.569449 0.042289 0.093845
0.570472 0.042294 0.093873
0.571494 0.042298 0.093903
0.572516 0.042303 0.093936
0.573538 0.042307 0.093972
0.574560 0.042311 0.094006
0.575581 0.042314 0.094041
0.576602 0.042316 0.094076
0.577623 0.042317 0.094112
0.578643 0.042318 0.094149
0.579663 0.042318 0.094190
0.580683 0.042318 0.094235
0.581703 0.042317 0.094285
0.582722 0.042318 0.094336
0.583741 0.042318 0.094387
0.584759 0.042320 0.094437
0.585778 0.042322 0.094485
0.586796 0.042325 0.094530
0.587813 0.042328 0.094574
0.588830 0.042332 0.094619
0.589847 0.042336 0.094664
0.590864 0.042341 0.094710
0.591880 0.042346 0.094758
0.592896 0.042351 0.094809
0.593911 0.042356 0.094862
0.594926 0.042362 0.094915
0.595941 0.042367 0.094966
0.596956 0.042373 0.095015
0.597970 0.042379 0.095065
0.598983 0.042386 0.095116
0.599997 0.042393 0.095165
0.601009 0.042399 0.095211
0.602022 0.042406 0.095254
0.603034 0.042413 0.095298
0.604046 0.042419 0.095339
0.605057 0.042426 0.095379
0.606068 0.042434 0.095419
0.607078 0.042441 0.095455
0.608088 0.042449 0.095493
0.609098 0.042458 0.095531
0.610107 0.042467 0.095571
0.611116 0.042478 0.095610
0.612124 0.042489 0.095650
0.613132 0.042501 0.095690
0.614140 0.042514 0.095729
0.615147 0.042528 0.095770
0.616154 0.042542 0.095810
0.617160 0.042557 0.095850
0.618165 0.042571 0.095892
0.619171 0.042585 0.095933
0.620176 0.042599 0.095972
0.621180 0.042612 0.096010
0.622184 0.042625 0.096047
0.623187 0.042639 0.096086
0.624190 0.042652 0.096127
0.625193 0.042666 0.096171
0.626195 0.042679 0.096215
0.627196 0.042691 0.096258
0.628197 0.042703 0.096299
0.629198 0.042714 0.096338
0.630198 0.042725 0.096377
0.631197 0.042736 0.096419
0.632196 0.042747 0.096466
0.633195 0.042758 0.096516
0.634193 0.042770 0.096566
0.635190 0.042783 0.096617
0.636187 0.042795 0.096668
0.637183 0.042808 0.096720
0.638179 0.042821 0.096774
0.639175 0.042834 0.096828
0.640169 0.042848 0.096885
0.641164 0.042862 0.096942
0.642157 0.042877 0.097003
0.643151 0.042893 0.097064
0.644143 0.042908 0.097125
0.645135 0.042924 0.097184
0.646127 0.042941 0.097239
0.647118 0.042957 0.097293
0.648108 0.042973 0.097342
0.649098 0.042989 0.097388
0.650087 0.043006 0.097433
0.651076 0.043022 0.097477
0.652064 0.043037 0.097518
0.653052 0.043053 0.097557
0.654039 0.043068 0.097594
0.655025 0.043082 0.097628
0.656011 0.043097 0.097658
0.656996 0.043112 0.097690
0.657980 0.043127 0.097725
0.658964 0.043142 0.097760
0.659948 0.043157 0.097793
0.660930 0.043173 0.097827
0.661912 0.043188 0.097860
0.662894 0.043204 0.097892
0.663875 0.043219 0.097923
0.664855 0.043235 0.097952
0.665834 0.043251 0.097981
0.666813 0.043268 0.098005
0.667792 0.043284 0.098025
0.668769 0.043301 0.098046
0.669746 0.043319 0.098069
0.670722 0.043337 0.098096
0.671698 0.043355 0.098126
0.672673 0.043374 0.098159
0.673647 0.043392 0.098193
0.674621 0.043411 0.098229
0.675594 0.043428 0.098265
0.676566 0.043445 0.098300
0.677538 0.043461 0.098333
0.678509 0.043477 0.098368
0.679479 0.043493 0.098406
0.680449 0.043510 0.098447
0.681418 0.043528 0.098491
0.682386 0.043546 0.098536
0.683353 0.043565 0.098578
0.684320 0.043585 0.098620
0.685286 0.043605 0.098659
0.686252 0.043627 0.098695
0.687216 0.043650 0.098730
0.688180 0.043673 0.098767
0.689143 0.043697 0.098806
0.690106 0.043722 0.098846
0.691068 0.043746 0.098889
0.692029 0.043771 0.098932
0.692989 0.043795 0.098973
0.693948 0.043819 0.099010
0.694907 0.043843 0.099044
0.695865 0.043867 0.099078
0.696822 0.043890 0.099111
0.697779 0.043912 0.099144
0.698735 0.043934 0.099175
0.699690 0.043956 0.099205
0.700644 0.043978 0.099238
0.701597 0.043999 0.099270
0.702550 0.044021 0.099301
0.703502 0.044042 0.099332
0.704453 0.044063 0.099363
0.705403 0.044084 0.099393
0.706353 0.044105 0.099425
0.707302 0.044125 0.099454
0.708249 0.044145 0.099480
0.709197 0.044164 0.099505
0.710143 0.044183 0.099528
0.711088 0.044202 0.099548
0.712033 0.044220 0.099567
0.712977 0.044237 0.099584
0.713920 0.044254 0.099602
0.714862 0.044271 0.099622
0.715804 0.044289 0.099643
0.716744 0.044306 0.099664
0.717684 0.044324 0.099683
0.718623 0.044341 0.099704
0.719561 0.044359 0.099728
0.720498 0.044377 0.099755
0.721435 0.044395 0.099785
0.722370 0.044414 0.099815
0.723305 0.044434 0.099843
0.724239 0.044454 0.099867
0.725171 0.044475 0.099888
0.726104 0.044496 0.099906
0.727035 0.044517 0.099921
0.727965 0.044539 0.099934
0.728895 0.044561 0.099944
0.729823 0.044583 0.099953
0.730751 0.044606 0.099963
0.731678 0.044630 0.099977
0.732603 0.044653 0.099993
0.733528 0.044677 0.100010
0.734453 0.044702 0.100028
0.735376 0.044726 0.100049
0.736298 0.044751 0.100074
0.737219 0.044776 0.100104
0.738140 0.044801 0.100140
0.739060 0.044826 0.100182
0.739978 0.044851 0.100227
0.740896 0.044876 0.100272
0.741813 0.044901 0.100316
0.742729 0.044925 0.100359
0.743643 0.044949 0.100401
0.744557 0.044973 0.100445
0.745470 0.044997 0.100487
0.746383 0.045021 0.100527
0.747294 0.045045 0.100566
0.748204 0.045069 0.100606
0.749113 0.045093 0.100647
0.750021 0.045117 0.100688
0.750929 0.045141 0.100729
0.751835 0.045166 0.100769
0.752740 0.045191 0.100807
0.753645 0.045217 0.100845
0.754548 0.045243 0.100881
0.755451 0.045270 0.100918
0.756352 0.045299 0.100956
0.757253 0.045327 0.100997
0.758152 0.045357 0.101041
0.759051 0.045387 0.101088
0.759948 0.045417 0.101137
0.760845 0.045448 0.101185
0.761740 0.045478 0.101233
0.762635 0.045509 0.101278
0.763528 0.045540 0.101321
0.764421 0.045571 0.101365
0.765312 0.045603 0.101407
0.766202 0.045635 0.101450
0.767092 0.045667 0.101493
0.767980 0.045700 0.101540
0.768868 0.045734 0.101591
0.769754 0.045768 0.101646
0.770639 0.045803 0.101702
0.771523 0.045837 0.101758
0.772406 0.045873 0.101816
0.773289 0.045908 0.101877
0.774170 0.045943 0.101937
0.775050 0.045978 0.101999
0.775929 0.046013 0.102064
0.776807 0.046047 0.102129
0.777683 0.046081 0.102196
0.778559 0.046116 0.102265
0.779434 0.046150 0.102338
0.780307 0.046184 0.102411
0.781180 0.046218 0.102484
0.782051 0.046253 0.102560
0.782922 0.046287 0.102637
0.783791 0.046323 0.102717
