# z      t_rms    u_rms
0.978530 0.024424 0.034216
0.978970 0.024554 0.034249
0.979404 0.024687 0.034283
0.979835 0.024822 0.034316
0.980261 0.024960 0.034350
0.980682 0.025101 0.034385
0.981099 0.025245 0.034419
0.981512 0.025392 0.034454
0.981920 0.025542 0.034489
0.982323 0.025695 0.034524
0.982723 0.025852 0.034559
0.983117 0.026012 0.034595
0.983508 0.026176 0.034631
0.983893 0.026343 0.034668
0.984275 0.026514 0.034705
0.984652 0.026689 0.034742
0.985024 0.026868 0.034779
0.985392 0.027050 0.034817
0.985755 0.027237 0.034855
0.986114 0.027428 0.034893
0.986468 0.027623 0.034932
0.986818 0.027822 0.034971
0.987163 0.028027 0.035010
0.987504 0.028236 0.035050
0.987840 0.028449 0.035090
0.988172 0.028669 0.035131
0.988500 0.028893 0.035172
0.988822 0.029123 0.035213
0.989140 0.029359 0.035255
0.989454 0.029600 0.035297
0.989763 0.029848 0.035340
0.990068 0.030102 0.035383
0.990368 0.030363 0.035426
0.990664 0.030631 0.035470
0.990955 0.030905 0.035514
0.991241 0.031187 0.035559
0.991523 0.031476 0.035604
0.991800 0.031773 0.035650
0.992073 0.032078 0.035696
0.992341 0.032391 0.035743
0.992605 0.032712 0.035790
0.992864 0.033043 0.035837
0.993119 0.033383 0.035885
0.993369 0.033732 0.035934
0.993614 0.034091 0.035983
0.993855 0.034461 0.036032
0.994091 0.034842 0.036082
0.994323 0.035234 0.036133
0.994550 0.035638 0.036185
0.994773 0.036055 0.036238
0.994991 0.036486 0.036292
0.995204 0.036930 0.036347
0.995413 0.037388 0.036403
0.995617 0.037862 0.036460
0.995817 0.038352 0.036516
0.996012 0.038858 0.036572
0.996202 0.039383 0.036624
0.996388 0.039926 0.036673
0.996570 0.040489 0.036716
0.996746 0.041074 0.036753
0.996918 0.041684 0.036785
0.997086 0.042319 0.036814
0.997249 0.042983 0.036845
0.997407 0.043677 0.036887
0.997561 0.044401 0.036948
0.997710 0.045155 0.037042
0.997854 0.045938 0.037182
0.997994 0.046747 0.037379
0.998129 0.047581 0.037642
0.998260 0.048438 0.037971
0.998386 0.049321 0.038358
0.998507 0.050237 0.038784
0.998624 0.051192 0.039217
0.998736 0.052194 0.039615
0.998844 0.053239 0.039928
0.998947 0.054301 0.040100
0.999045 0.055321 0.040074
0.999139 0.056190 0.039797
0.999228 0.056748 0.039220
0.999312 0.056794 0.038304
0.999392 0.056116 0.037023
0.999467 0.054543 0.035361
0.999538 0.051987 0.033320
0.999604 0.048468 0.030914
0.999665 0.044104 0.028172
0.999722 0.039071 0.025137
0.999774 0.033581 0.021866
0.999821 0.027854 0.018425
0.999864 0.022109 0.014892
0.999902 0.016538 0.011349
0.999936 0.011292 0.007881
0.999965 0.006464 0.004574
0.999989 0.002096 0.001508
