# z      t_rms    u_rms
0.147090 0.016775 0.030752
0.148170 0.016757 0.030733
0.149253 0.016738 0.030714
0.150339 0.016720 0.030695
0.151428 0.016703 0.030676
0.152521 0.016685 0.030658
0.153616 0.016668 0.030639
0.154715 0.016652 0.030620
0.155817 0.016635 0.030602
0.156923 0.016617 0.030583
0.158031 0.016600 0.030565
0.159143 0.016581 0.030546
0.160258 0.016563 0.030528
0.161375 0.016544 0.030510
0.162497 0.016524 0.030492
0.163621 0.016505 0.030474
0.164748 0.016485 0.030456
0.165878 0.016465 0.030438
0.167012 0.016446 0.030420
0.168149 0.016427 0.030402
0.169288 0.016408 0.030384
0.170431 0.016389 0.030367
0.171577 0.016370 0.030349
0.172726 0.016351 0.030331
0.173877 0.016332 0.030314
0.175032 0.016313 0.030296
0.176190 0.016294 0.030279
0.177351 0.016275 0.030261
0.178515 0.016256 0.030244
0.179682 0.016238 0.030226
0.180852 0.016220 0.030209
0.182024 0.016203 0.030192
0.183200 0.016185 0.030175
0.184379 0.016169 0.030157
0.185560 0.016152 0.030140
0.186745 0.016135 0.030124
0.187932 0.016119 0.030107
0.189122 0.016103 0.030090
0.190315 0.016087 0.030073
0.191512 0.016070 0.030057
0.192710 0.016054 0.030041
0.193912 0.016038 0.030024
0.195117 0.016023 0.030008
0.196324 0.016009 0.029992
0.197534 0.015994 0.029976
0.198747 0.015980 0.029960
0.199963 0.015965 0.029944
0.201181 0.015950 0.029928
0.202403 0.015935 0.029912
0.203627 0.015919 0.029896
0.204854 0.015903 0.029880
0.206083 0.015887 0.029864
0.207315 0.015870 0.029849
0.208550 0.015854 0.029833
0.209788 0.015838 0.029817
0.211028 0.015823 0.029801
0.212271 0.015807 0.029786
0.213517 0.015792 0.029770
0.214765 0.015778 0.029755
0.216016 0.015763 0.029739
0.217270 0.015749 0.029724
0.218526 0.015736 0.029709
0.219785 0.015724 0.029694
0.221047 0.015712 0.029679
0.222311 0.015701 0.029664
0.223577 0.015689 0.029649
0.224846 0.015678 0.029634
0.226118 0.015667 0.029619
0.227392 0.015657 0.029605
0.228669 0.015647 0.029590
0.229948 0.015638 0.029576
0.231230 0.015629 0.029562
0.232514 0.015620 0.029548
0.233801 0.015611 0.029534
0.235090 0.015601 0.029520
0.236382 0.015592 0.029506
0.237676 0.015583 0.029492
0.238972 0.015574 0.029478
0.240271 0.015565 0.029464
0.241573 0.015557 0.029450
0.242876 0.015548 0.029436
0.244183 0.015540 0.029422
0.245491 0.015532 0.029408
0.246802 0.015525 0.029395
0.248115 0.015517 0.029381
0.249431 0.015510 0.029368
0.250748 0.015504 0.029354
0.252069 0.015497 0.029341
0.253391 0.015491 0.029327
0.254716 0.015485 0.029314
0.256043 0.015479 0.029300
0.257372 0.015473 0.029287
0.258703 0.015468 0.029273
0.260037 0.015463 0.029260
0.261373 0.015458 0.029247
0.262711 0.015452 0.029233
0.264052 0.015445 0.029220
0.265394 0.015438 0.029207
0.266739 0.015431 0.029194
0.268086 0.015424 0.029181
0.269435 0.015416 0.029168
0.270786 0.015409 0.029156
0.272139 0.015402 0.029143
0.273495 0.015395 0.029131
0.274852 0.015388 0.029119
0.276212 0.015381 0.029107
0.277573 0.015374 0.029094
0.278937 0.015366 0.029082
0.280303 0.015360 0.029071
0.281670 0.015353 0.029059
0.283040 0.015347 0.029047
0.284412 0.015341 0.029036
0.285786 0.015335 0.029024
0.287162 0.015328 0.029013
0.288539 0.015321 0.029002
0.289919 0.015314 0.028990
0.291301 0.015306 0.028979
0.292684 0.015297 0.028968
0.294070 0.015288 0.028957
0.295457 0.015279 0.028947
0.296847 0.015270 0.028936
0.298238 0.015261 0.028925
0.299631 0.015252 0.028915
0.301026 0.015244 0.028904
0.302423 0.015236 0.028894
0.303821 0.015228 0.028884
0.305221 0.015220 0.028874
0.306624 0.015211 0.028863
0.308028 0.015202 0.028853
0.309433 0.015194 0.028843
0.310841 0.015185 0.028834
0.312250 0.015177 0.028824
0.313661 0.015169 0.028814
0.315074 0.015161 0.028805
0.316489 0.015154 0.028795
0.317905 0.015147 0.028786
0.319323 0.015141 0.028776
0.320742 0.015133 0.028767
0.322163 0.015126 0.028757
0.323586 0.015118 0.028748
0.325011 0.015111 0.028739
0.326437 0.015105 0.028730
0.327864 0.015099 0.028721
0.329294 0.015094 0.028712
0.330724 0.015089 0.028703
0.332157 0.015085 0.028694
0.333591 0.015079 0.028685
0.335026 0.015074 0.028675
0.336463 0.015067 0.028666
0.337902 0.015061 0.028657
0.339342 0.015054 0.028648
0.340784 0.015048 0.028639
0.342227 0.015042 0.028630
0.343671 0.015035 0.028621
0.345117 0.015029 0.028612
0.346564 0.015022 0.028604
0.348013 0.015015 0.028595
0.349463 0.015008 0.028587
0.350915 0.015000 0.028578
0.352368 0.014992 0.028570
0.353822 0.014984 0.028562
0.355278 0.014976 0.028554
0.356735 0.014968 0.028545
0.358193 0.014960 0.028537
0.359653 0.014953 0.028529
0.361114 0.014946 0.028521
0.362576 0.014940 0.028513
0.364040 0.014933 0.028505
0.365505 0.014926 0.028497
0.366971 0.014918 0.028489
0.368438 0.014910 0.028481
0.369906 0.014902 0.028473
0.371376 0.014894 0.028466
0.372847 0.014886 0.028458
0.374319 0.014878 0.028450
0.375792 0.014871 0.028443
0.377267 0.014865 0.028436
0.378742 0.014859 0.028428
0.380219 0.014853 0.028421
0.381696 0.014847 0.028413
0.383175 0.014841 0.028406
0.384655 0.014836 0.028399
0.386136 0.014831 0.028391
0.387618 0.014826 0.028384
0.389101 0.014822 0.028376
0.390585 0.014817 0.028369
0.392070 0.014811 0.028362
0.393557 0.014806 0.028355
0.395044 0.014800 0.028349
0.396532 0.014795 0.028342
0.398021 0.014790 0.028335
0.399511 0.014786 0.028328
0.401002 0.014782 0.028322
0.402493 0.014778 0.028315
0.403986 0.014773 0.028308
0.405480 0.014769 0.028302
0.406974 0.014765 0.028296
0.408470 0.014761 0.028289
0.409966 0.014758 0.028283
0.411463 0.014754 0.028277
0.412961 0.014751 0.028272
0.414459 0.014747 0.028266
0.415959 0.014745 0.028260
0.417459 0.014742 0.028255
0.418960 0.014739 0.028250
0.420462 0.014736 0.028245
0.421964 0.014733 0.028240
0.423467 0.014730 0.028235
0.424971 0.014728 0.028231
0.426476 0.014726 0.028226
0.427981 0.014723 0.028221
0.429487 0.014721 0.028216
0.430994 0.014719 0.028211
0.432501 0.014717 0.028207
0.434009 0.014715 0.028202
0.435517 0.014713 0.028198
0.437026 0.014712 0.028193
0.438536 0.014711 0.028189
0.440046 0.014710 0.028185
0.441557 0.014709 0.028180
0.443068 0.014708 0.028176
0.444580 0.014707 0.028172
0.446093 0.014706 0.028168
0.447605 0.014704 0.028164
0.449119 0.014701 0.028160
0.450633 0.014699 0.028157
0.452147 0.014696 0.028153
0.453662 0.014692 0.028150
0.455177 0.014687 0.028147
0.456692 0.014683 0.028143
0.458208 0.014679 0.028140
0.459725 0.014675 0.028137
0.461241 0.014672 0.028134
0.462758 0.014669 0.028131
0.464276 0.014667 0.028128
0.465793 0.014664 0.028125
0.467312 0.014662 0.028123
0.468830 0.014660 0.028120
0.470349 0.014658 0.028118
0.471868 0.014656 0.028116
0.473387 0.014653 0.028113
0.474906 0.014650 0.028111
0.476426 0.014647 0.028109
0.477946 0.014645 0.028108
0.479466 0.014643 0.028106
0.480986 0.014641 0.028104
0.482507 0.014639 0.028102
0.484027 0.014638 0.028100
0.485548 0.014636 0.028099
0.487069 0.014635 0.028098
0.488590 0.014633 0.028096
0.490111 0.014632 0.028095
0.491632 0.014631 0.028094
0.493154 0.014631 0.028094
0.494675 0.014631 0.028093
0.496196 0.014631 0.028092
0.497718 0.014631 0.028092
0.499239 0.014631 0.028092
0.500761 0.014631 0.028092
0.502282 0.014631 0.028092
0.503804 0.014631 0.028092
0.505325 0.014631 0.028092
0.506846 0.014633 0.028092
0.508368 0.014635 0.028092
0.509889 0.014637 0.028092
0.511410 0.014639 0.028092
0.512931 0.014641 0.028092
0.514452 0.014642 0.028092
0.515973 0.014643 0.028093
0.517493 0.014645 0.028093
0.519014 0.014646 0.028093
0.520534 0.014647 0.028093
0.522054 0.014649 0.028093
0.523574 0.014652 0.028094
0.525094 0.014655 0.028094
0.526613 0.014658 0.028094
0.528132 0.014661 0.028094
0.529651 0.014664 0.028095
0.531170 0.014667 0.028096
0.532688 0.014671 0.028097
0.534207 0.014674 0.028097
0.535724 0.014677 0.028098
0.537242 0.014681 0.028099
0.538759 0.014684 0.028100
0.540275 0.014688 0.028101
0.541792 0.014691 0.028102
0.543308 0.014694 0.028103
0.544823 0.014697 0.028105
0.546338 0.014700 0.028106
0.547853 0.014702 0.028108
0.549367 0.014705 0.028109
0.550881 0.014708 0.028111
0.552395 0.014711 0.028113
0.553907 0.014714 0.028115
0.555420 0.014718 0.028117
0.556932 0.014721 0.028120
0.558443 0.014725 0.028122
0.559954 0.014730 0.028125
0.561464 0.014734 0.028128
0.562974 0.014738 0.028130
0.564483 0.014742 0.028133
0.565991 0.014746 0.028136
0.567499 0.014750 0.028139
0.569006 0.014755 0.028142
0.570513 0.014761 0.028145
0.572019 0.014766 0.028148
0.573524 0.014771 0.028151
0.575029 0.014776 0.028154
0.576533 0.014780 0.028157
0.578036 0.014783 0.028160
0.579538 0.014785 0.028163
0.581040 0.014788 0.028167
0.582541 0.014790 0.028170
0.584041 0.014792 0.028173
0.585541 0.014794 0.028176
0.587039 0.014796 0.028179
0.588537 0.014798 0.028183
0.590034 0.014799 0.028186
0.591530 0.014801 0.028190
0.593026 0.014802 0.028195
0.594520 0.014804 0.028199
0.596014 0.014806 0.028203
0.597507 0.014808 0.028208
0.598998 0.014810 0.028212
0.600489 0.014812 0.028217
0.601979 0.014813 0.028221
0.603468 0.014814 0.028226
0.604956 0.014816 0.028231
0.606443 0.014818 0.028236
0.607930 0.014820 0.028241
0.609415 0.014822 0.028246
0.610899 0.014825 0.028251
0.612382 0.014827 0.028256
0.613864 0.014829 0.028261
0.615345 0.014832 0.028266
0.616825 0.014834 0.028271
0.618304 0.014838 0.028276
0.619781 0.014842 0.028281
0.621258 0.014846 0.028286
0.622733 0.014850 0.028292
0.624208 0.014855 0.028297
0.625681 0.014860 0.028303
0.627153 0.014865 0.028308
0.628624 0.014870 0.028314
0.630094 0.014875 0.028320
0.631562 0.014879 0.028326
0.633029 0.014884 0.028332
0.634495 0.014888 0.028339
0.635960 0.014892 0.028345
0.637424 0.014897 0.028351
0.638886 0.014902 0.028358
0.640347 0.014908 0.028364
0.641807 0.014913 0.028371
0.643265 0.014918 0.028378
0.644722 0.014923 0.028385
0.646178 0.014928 0.028391
0.647632 0.014933 0.028398
0.649085 0.014938 0.028405
0.650537 0.014942 0.028412
0.651987 0.014947 0.028419
0.653436 0.014952 0.028426
0.654883 0.014956 0.028433
0.656329 0.014961 0.028441
0.657773 0.014966 0.028449
0.659216 0.014971 0.028456
0.660658 0.014975 0.028464
0.662098 0.014980 0.028472
0.663537 0.014984 0.028480
0.664974 0.014988 0.028488
0.666409 0.014993 0.028496
0.667843 0.014997 0.028504
0.669276 0.015002 0.028513
0.670706 0.015008 0.028521
0.672136 0.015014 0.028530
0.673563 0.015020 0.028538
0.674989 0.015027 0.028547
0.676414 0.015034 0.028555
0.677837 0.015040 0.028563
0.679258 0.015046 0.028572
0.680677 0.015052 0.028580
0.682095 0.015058 0.028588
0.683511 0.015063 0.028596
0.684926 0.015069 0.028605
0.686339 0.015075 0.028614
0.687750 0.015082 0.028622
0.689159 0.015089 0.028631
0.690567 0.015095 0.028640
0.691972 0.015103 0.028649
0.693376 0.015110 0.028657
0.694779 0.015117 0.028666
0.696179 0.015124 0.028675
0.697577 0.015132 0.028685
0.698974 0.015139 0.028694
0.700369 0.015147 0.028703
0.701762 0.015155 0.028713
0.703153 0.015162 0.028722
0.704543 0.015170 0.028732
0.705930 0.015178 0.028741
0.707316 0.015186 0.028751
0.708699 0.015194 0.028760
0.710081 0.015201 0.028770
0.711461 0.015208 0.028779
0.712838 0.015215 0.028789
0.714214 0.015222 0.028799
0.715588 0.015229 0.028809
0.716960 0.015235 0.028819
0.718330 0.015242 0.028829
0.719697 0.015249 0.028840
0.721063 0.015255 0.028850
0.722427 0.015262 0.028860
0.723788 0.015269 0.028871
0.725148 0.015276 0.028882
0.726505 0.015284 0.028893
0.727861 0.015292 0.028904
0.729214 0.015301 0.028915
0.730565 0.015310 0.028926
0.731914 0.015318 0.028937
0.733261 0.015327 0.028948
0.734606 0.015336 0.028959
0.735948 0.015344 0.028970
0.737289 0.015352 0.028981
0.738627 0.015362 0.028992
0.739963 0.015371 0.029003
0.741297 0.015381 0.029015
0.742628 0.015391 0.029026
0.743957 0.015401 0.029038
0.745284 0.015410 0.029050
0.746609 0.015420 0.029061
0.747931 0.015430 0.029073
0.749252 0.015440 0.029084
0.750569 0.015450 0.029096
0.751885 0.015461 0.029108
0.753198 0.015472 0.029120
0.754509 0.015484 0.029132
0.755817 0.015497 0.029144
0.757124 0.015509 0.029156
0.758427 0.015522 0.029168
0.759729 0.015536 0.029180
0.761028 0.015549 0.029192
0.762324 0.015563 0.029204
0.763618 0.015576 0.029217
0.764910 0.015589 0.029229
0.766199 0.015602 0.029242
0.767486 0.015616 0.029254
0.768770 0.015629 0.029267
0.770052 0.015641 0.029280
0.771331 0.015653 0.029293
0.772608 0.015665 0.029306
0.773882 0.015677 0.029319
0.775154 0.015688 0.029333
0.776423 0.015698 0.029346
0.777689 0.015708 0.029360
0.778953 0.015719 0.029374
0.780215 0.015729 0.029388
0.781474 0.015738 0.029402
0.782730 0.015748 0.029416
0.783984 0.015759 0.029430
0.785235 0.015770 0.029444
0.786483 0.015781 0.029458
0.787729 0.015792 0.029472
0.788972 0.015803 0.029486
0.790212 0.015815 0.029500
0.791450 0.015828 0.029514
0.792685 0.015841 0.029529
0.793917 0.015853 0.029543
0.795146 0.015866 0.029557
0.796373 0.015879 0.029571
0.797597 0.015892 0.029586
0.798819 0.015905 0.029601
0.800037 0.015919 0.029616
0.801253 0.015933 0.029631
0.802466 0.015947 0.029646
0.803676 0.015961 0.029661
0.804883 0.015974 0.029676
0.806088 0.015988 0.029692
0.807290 0.016002 0.029707
0.808488 0.016016 0.029723
0.809685 0.016030 0.029739
0.810878 0.016044 0.029754
0.812068 0.016059 0.029770
0.813255 0.016075 0.029786
0.814440 0.016090 0.029802
0.815621 0.016106 0.029818
0.816800 0.016121 0.029834
0.817976 0.016137 0.029850
0.819148 0.016152 0.029866
0.820318 0.016167 0.029882
0.821485 0.016183 0.029898
0.822649 0.016199 0.029915
0.823810 0.016215 0.029931
0.824968 0.016231 0.029948
0.826123 0.016247 0.029965
0.827274 0.016262 0.029981
0.828423 0.016277 0.029998
0.829569 0.016292 0.030015
0.830712 0.016307 0.030031
0.831851 0.016323 0.030048
0.832988 0.016339 0.030064
0.834122 0.016355 0.030081
0.835252 0.016372 0.030098
0.836379 0.016389 0.030114
0.837503 0.016407 0.030131
0.838625 0.016425 0.030148
0.839742 0.016444 0.030165
0.840857 0.016462 0.030182
0.841969 0.016480 0.030199
0.843077 0.016498 0.030217
0.844183 0.016516 0.030234
0.845285 0.016533 0.030252
0.846384 0.016550 0.030270
0.847479 0.016567 0.030288
0.848572 0.016584 0.030305
0.849661 0.016601 0.030323
0.850747 0.016619 0.030341
0.851830 0.016637 0.030359
0.852910 0.016655 0.030377
0.853986 0.016674 0.030395
0.855059 0.016692 0.030414
0.856128 0.016711 0.030432
0.857195 0.016729 0.030450
0.858258 0.016747 0.030468
0.859318 0.016765 0.030486
0.860374 0.016784 0.030504
0.861427 0.016803 0.030522
0.862477 0.016822 0.030541
0.863523 0.016842 0.030559
0.864566 0.016862 0.030577
0.865606 0.016881 0.030596
0.866642 0.016900 0.030614
0.867675 0.016919 0.030633
0.868705 0.016938 0.030651
0.869731 0.016957 0.030670
0.870753 0.016976 0.030689
0.871773 0.016996 0.030707
0.872788 0.017016 0.030726
0.873801 0.017037 0.030745
0.874810 0.017059 0.030765
0.875815 0.017081 0.030784
0.876817 0.017104 0.030803
0.877815 0.017127 0.030823
0.878810 0.017151 0.030842
0.879802 0.017175 0.030862
0.880790 0.017199 0.030882
0.881774 0.017224 0.030901
0.882755 0.017251 0.030921
0.883732 0.017277 0.030941
0.884706 0.017303 0.030960
0.885676 0.017329 0.030980
0.886643 0.017355 0.031000
0.887606 0.017381 0.031021
0.888565 0.017406 0.031041
0.889521 0.017431 0.031061
0.890473 0.017456 0.031081
0.891422 0.017480 0.031102
0.892367 0.017504 0.031122
0.893308 0.017529 0.031142
0.894246 0.017553 0.031163
0.895180 0.017577 0.031183
0.896110 0.017601 0.031204
0.897037 0.017626 0.031225
0.897960 0.017650 0.031245
0.898880 0.017675 0.031266
0.899795 0.017701 0.031287
0.900707 0.017726 0.031308
0.901616 0.017752 0.031329
0.902520 0.017778 0.031350
0.903421 0.017804 0.031372
0.904318 0.017830 0.031393
0.905212 0.017855 0.031415
0.906101 0.017881 0.031436
0.906987 0.017908 0.031458
0.907869 0.017935 0.031480
0.908747 0.017963 0.031501
0.909622 0.017992 0.031523
0.910493 0.018021 0.031545
0.911360 0.018051 0.031567
0.912223 0.018081 0.031589
0.913082 0.018111 0.031611
0.913938 0.018142 0.031634
0.914789 0.018173 0.031656
0.915637 0.018204 0.031678
0.916481 0.018236 0.031700
0.917321 0.018269 0.031723
0.918157 0.018302 0.031745
0.918990 0.018336 0.031768
0.919818 0.018371 0.031790
0.920643 0.018406 0.031813
0.921463 0.018440 0.031835
0.922280 0.018475 0.031858
0.923093 0.018509 0.031881
0.923902 0.018544 0.031904
0.924707 0.018579 0.031927
0.925508 0.018615 0.031950
0.926306 0.018651 0.031974
0.927099 0.018687 0.031997
0.927888 0.018723 0.032020
0.928673 0.018760 0.032044
0.929455 0.018798 0.032067
0.930232 0.018836 0.032091
0.931006 0.018875 0.032115
0.931775 0.018914 0.032139
0.932540 0.018955 0.032162
0.933302 0.018996 0.032186
0.934059 0.019038 0.032210
0.934813 0.019080 0.032234
0.935562 0.019122 0.032258
0.936307 0.019165 0.032282
0.937048 0.019208 0.032306
0.937786 0.019253 0.032330
0.938519 0.019298 0.032354
0.939248 0.019344 0.032379
0.939973 0.019391 0.032403
0.940694 0.019438 0.032427
0.941411 0.019487 0.032451
0.942124 0.019535 0.032476
0.942832 0.019585 0.032500
0.943537 0.019634 0.032524
0.944238 0.019685 0.032549
0.944934 0.019736 0.032573
0.945626 0.019787 0.032598
0.946314 0.019839 0.032622
0.946998 0.019892 0.032647
0.947678 0.019945 0.032672
0.948354 0.019997 0.032697
0.949026 0.020050 0.032722
0.949693 0.020103 0.032747
0.950356 0.020157 0.032772
0.951016 0.020211 0.032797
0.951670 0.020266 0.032823
0.952321 0.020322 0.032848
0.952968 0.020379 0.032874
0.953610 0.020437 0.032899
0.954248 0.020495 0.032925
0.954882 0.020555 0.032951
0.955512 0.020616 0.032977
0.956138 0.020678 0.033003
0.956759 0.020740 0.033029
0.957376 0.020804 0.033055
0.957989 0.020869 0.033081
0.958597 0.020935 0.033108
0.959202 0.021001 0.033134
0.959802 0.021069 0.033161
0.960398 0.021138 0.033187
0.960989 0.021208 0.033214
0.961577 0.021279 0.033241
0.962160 0.021351 0.033268
0.962738 0.021423 0.033295
0.963313 0.021497 0.033323
0.963883 0.021572 0.033350
0.964449 0.021648 0.033378
0.965011 0.021725 0.033405
0.965568 0.021804 0.033433
0.966121 0.021884 0.033461
0.966669 0.021965 0.033489
0.967214 0.022047 0.033517
0.967754 0.022130 0.033545
0.968290 0.022215 0.033574
0.968821 0.022301 0.033602
0.969348 0.022388 0.033631
0.969871 0.022478 0.033660
0.970389 0.022569 0.033689
0.970903 0.022662 0.033719
0.971412 0.022757 0.033748
0.971918 0.022853 0.033778
0.972419 0.022952 0.033808
0.972915 0.023052 0.033838
0.973407 0.023155 0.033868
0.973895 0.023259 0.033899
0.974378 0.023366 0.033930
0.974857 0.023475 0.033961
0.975332 0.023586 0.033992
0.975802 0.023699 0.034023
0.976268 0.023815 0.034055
0.976729 0.023932 0.034087
0.977186 0.024051 0.034119
0.977639 0.024173 0.034151
0.978087 0.024298 0.034184
