# z      t_rms    u_rms
0.062367 0.046118 0.021138
0.063558 0.045775 0.021036
0.064758 0.045437 0.020935
0.065970 0.045104 0.020833
0.067192 0.044775 0.020732
0.068424 0.044452 0.020631
0.069666 0.044133 0.020530
0.070919 0.043819 0.020429
0.072183 0.043510 0.020328
0.073456 0.043205 0.020227
0.074740 0.042905 0.020126
0.076034 0.042609 0.020026
0.077338 0.042317 0.019926
0.078652 0.042030 0.019825
0.079976 0.041747 0.019725
0.081311 0.041468 0.019626
0.082656 0.041193 0.019526
0.084010 0.040923 0.019426
0.085375 0.040656 0.019327
0.086749 0.040393 0.019228
0.088134 0.040134 0.019129
0.089528 0.039879 0.019030
0.090932 0.039627 0.018931
0.092346 0.039380 0.018833
0.093770 0.039136 0.018735
0.095204 0.038895 0.018637
0.096647 0.038658 0.018539
0.098100 0.038425 0.018441
0.099563 0.038194 0.018344
0.101035 0.037968 0.018246
0.102517 0.037744 0.018149
0.104008 0.037524 0.018053
0.105509 0.037307 0.017956
0.107019 0.037093 0.017859
0.108539 0.036882 0.017763
0.110068 0.036674 0.017667
0.111607 0.036469 0.017571
0.113155 0.036268 0.017476
0.114712 0.036069 0.017380
0.116279 0.035873 0.017285
0.117854 0.035679 0.017190
0.119439 0.035489 0.017095
0.121033 0.035301 0.017001
0.122636 0.035116 0.016906
0.124248 0.034933 0.016812
0.125870 0.034754 0.016718
0.127500 0.034576 0.016624
0.129139 0.034401 0.016531
0.130787 0.034229 0.016438
0.132444 0.034059 0.016344
0.134110 0.033892 0.016252
0.135784 0.033726 0.016159
0.137467 0.033564 0.016067
0.139159 0.033403 0.015974
0.140860 0.033245 0.015882
0.142569 0.033089 0.015791
0.144287 0.032935 0.015699
0.146014 0.032783 0.015608
0.147749 0.032634 0.015517
0.149492 0.032486 0.015426
0.151244 0.032340 0.015335
0.153004 0.032197 0.015245
0.154772 0.032056 0.015154
0.156549 0.031916 0.015065
0.158334 0.031778 0.014975
0.160128 0.031643 0.014885
0.161929 0.031509 0.014796
0.163739 0.031377 0.014707
0.165556 0.031247 0.014618
0.167382 0.031118 0.014529
0.169215 0.030992 0.014441
0.171057 0.030867 0.014353
0.172906 0.030744 0.014265
0.174764 0.030622 0.014177
0.176629 0.030503 0.014089
0.178502 0.030385 0.014002
0.180383 0.030268 0.013915
0.182271 0.030153 0.013828
0.184167 0.030040 0.013742
0.186070 0.029928 0.013655
0.187981 0.029818 0.013569
0.189900 0.029709 0.013483
0.191826 0.029602 0.013397
0.193760 0.029496 0.013312
0.195700 0.029392 0.013227
0.197648 0.029289 0.013142
0.199604 0.029187 0.013057
0.201566 0.029087 0.012972
0.203536 0.028988 0.012888
0.205513 0.028891 0.012804
0.207497 0.028795 0.012720
0.209488 0.028700 0.012636
0.211486 0.028607 0.012553
0.213491 0.028515 0.012470
0.215502 0.028424 0.012387
0.217521 0.028334 0.012304
0.219546 0.028246 0.012222
0.221578 0.028159 0.012140
0.223617 0.028073 0.012058
0.225663 0.027988 0.011976
0.227715 0.027904 0.011894
0.229773 0.027822 0.011813
0.231838 0.027740 0.011732
0.233910 0.027660 0.011652
0.235988 0.027581 0.011571
0.238072 0.027503 0.011491
0.240163 0.027426 0.011411
0.242259 0.027350 0.011331
0.244362 0.027276 0.011252
0.246471 0.027202 0.011172
0.248587 0.027129 0.011093
0.250708 0.027058 0.011015
0.252835 0.026987 0.010936
0.254968 0.026918 0.010858
0.257107 0.026849 0.010780
0.259252 0.026781 0.010702
0.261403 0.026715 0.010625
0.263559 0.026649 0.010548
0.265721 0.026584 0.010471
0.267889 0.026520 0.010394
0.270062 0.026458 0.010318
0.272241 0.026396 0.010242
0.274425 0.026335 0.010166
0.276615 0.026275 0.010091
0.278810 0.026215 0.010016
0.281010 0.026157 0.009941
0.283216 0.026100 0.009866
0.285427 0.026043 0.009792
0.287643 0.025987 0.009718
0.289864 0.025932 0.009644
0.292090 0.025878 0.009571
0.294321 0.025825 0.009498
0.296557 0.025773 0.009425
0.298798 0.025721 0.009353
0.301044 0.025671 0.009281
0.303294 0.025621 0.009209
0.305550 0.025572 0.009137
0.307810 0.025523 0.009066
0.310074 0.025476 0.008995
0.312343 0.025429 0.008925
0.314617 0.025383 0.008855
0.316895 0.025338 0.008785
0.319178 0.025293 0.008716
0.321464 0.025250 0.008647
0.323756 0.025207 0.008578
0.326051 0.025164 0.008510
0.328350 0.025123 0.008442
0.330654 0.025082 0.008374
0.332962 0.025042 0.008307
0.335274 0.025003 0.008240
0.337589 0.024964 0.008174
0.339909 0.024926 0.008108
0.342232 0.024889 0.008042
0.344560 0.024853 0.007977
0.346891 0.024817 0.007913
0.349225 0.024782 0.007848
0.351563 0.024747 0.007785
0.353905 0.024713 0.007721
0.356251 0.024680 0.007659
0.358599 0.024648 0.007596
0.360952 0.024616 0.007534
0.363307 0.024585 0.007473
0.365666 0.024554 0.007412
0.368028 0.024524 0.007351
0.370393 0.024495 0.007292
0.372762 0.024466 0.007232
0.375133 0.024438 0.007173
0.377507 0.024410 0.007115
0.379885 0.024384 0.007057
0.382265 0.024357 0.007000
0.384648 0.024332 0.006944
0.387034 0.024307 0.006888
0.389422 0.024282 0.006832
0.391813 0.024259 0.006778
0.394207 0.024235 0.006724
0.396604 0.024213 0.006670
0.399002 0.024191 0.006617
0.401404 0.024169 0.006565
0.403807 0.024148 0.006514
0.406213 0.024128 0.006463
0.408621 0.024108 0.006413
0.411032 0.024089 0.006364
0.413444 0.024071 0.006315
0.415859 0.024053 0.006267
0.418275 0.024035 0.006220
0.420694 0.024018 0.006174
0.423114 0.024002 0.006128
0.425537 0.023987 0.006084
0.427961 0.023972 0.006040
0.430386 0.023957 0.005997
0.432814 0.023943 0.005955
0.435243 0.023930 0.005914
0.437674 0.023917 0.005873
0.440106 0.023905 0.005834
0.442540 0.023894 0.005796
0.444975 0.023883 0.005758
0.447411 0.023873 0.005722
0.449848 0.023863 0.005686
0.452287 0.023854 0.005652
0.454727 0.023845 0.005618
0.457168 0.023837 0.005586
0.459610 0.023830 0.005554
0.462053 0.023824 0.005524
0.464497 0.023817 0.005495
0.466942 0.023812 0.005467
0.469387 0.023807 0.005440
0.471834 0.023803 0.005414
0.474281 0.023799 0.005389
0.476728 0.023796 0.005366
0.479176 0.023794 0.005343
0.481625 0.023792 0.005322
0.484074 0.023791 0.005302
0.486524 0.023791 0.005284
0.488973 0.023791 0.005266
0.491424 0.023791 0.005250
0.493874 0.023793 0.005235
0.496324 0.023795 0.005222
0.498775 0.023797 0.005209
0.501225 0.023801 0.005199
0.503676 0.023804 0.005189
0.506126 0.023809 0.005181
0.508576 0.023814 0.005174
0.511027 0.023820 0.005168
0.513476 0.023826 0.005164
0.515926 0.023833 0.005161
0.518375 0.023841 0.005159
0.520824 0.023849 0.005159
0.523272 0.023858 0.005160
0.525719 0.023868 0.005163
0.528166 0.023878 0.005167
0.530613 0.023888 0.005172
0.533058 0.023900 0.005178
0.535503 0.023912 0.005186
0.537947 0.023924 0.005196
0.540390 0.023938 0.005206
0.542832 0.023951 0.005218
0.545273 0.023966 0.005232
0.547713 0.023981 0.005247
0.550152 0.023997 0.005263
0.552589 0.024013 0.005280
0.555025 0.024030 0.005299
0.557460 0.024047 0.005319
0.559894 0.024065 0.005340
0.562326 0.024084 0.005363
0.564757 0.024103 0.005386
0.567186 0.024123 0.005411
0.569614 0.024143 0.005438
0.572039 0.024164 0.005465
0.574463 0.024186 0.005494
0.576886 0.024208 0.005524
0.579306 0.024231 0.005555
0.581725 0.024255 0.005588
0.584141 0.024279 0.005621
0.586556 0.024303 0.005656
0.588968 0.024329 0.005692
0.591379 0.024354 0.005729
0.593787 0.024381 0.005767
0.596193 0.024408 0.005806
0.598596 0.024436 0.005846
0.600998 0.024464 0.005887
0.603396 0.024493 0.005929
0.605793 0.024522 0.005973
0.608187 0.024553 0.006017
0.610578 0.024584 0.006062
0.612966 0.024615 0.006108
0.615352 0.024647 0.006155
0.617735 0.024680 0.006203
0.620115 0.024714 0.006252
0.622493 0.024748 0.006302
0.624867 0.024783 0.006353
0.627238 0.024818 0.006405
0.629607 0.024855 0.006457
0.631972 0.024892 0.006510
0.634334 0.024929 0.006565
0.636693 0.024968 0.006620
0.639048 0.025007 0.006675
0.641401 0.025047 0.006732
0.643749 0.025088 0.006789
0.646095 0.025129 0.006847
0.648437 0.025171 0.006906
0.650775 0.025214 0.006966
0.653109 0.025258 0.007026
0.655440 0.025303 0.007087
0.657768 0.025348 0.007149
0.660091 0.025394 0.007211
0.662411 0.025441 0.007274
0.664726 0.025489 0.007338
0.667038 0.025538 0.007402
0.669346 0.025588 0.007467
0.671650 0.025638 0.007533
0.673949 0.025689 0.007599
0.676244 0.025741 0.007666
0.678536 0.025794 0.007733
0.680822 0.025848 0.007801
0.683105 0.025903 0.007870
0.685383 0.025959 0.007939
0.687657 0.026015 0.008009
0.689926 0.026073 0.008080
0.692190 0.026131 0.008151
0.694450 0.026191 0.008222
0.696706 0.026251 0.008294
0.698956 0.026312 0.008367
0.701202 0.026375 0.008440
0.703443 0.026438 0.008513
0.705679 0.026502 0.008588
0.707910 0.026567 0.008662
0.710136 0.026633 0.008737
0.712357 0.026700 0.008813
0.714573 0.026768 0.008889
0.716784 0.026838 0.008966
0.718990 0.026908 0.009043
0.721190 0.026979 0.009120
0.723385 0.027051 0.009199
0.725575 0.027125 0.009277
0.727759 0.027199 0.009356
0.729938 0.027274 0.009436
0.732111 0.027351 0.009515
0.734279 0.027429 0.009596
0.736441 0.027507 0.009677
0.738597 0.027587 0.009758
0.740748 0.027668 0.009840
0.742893 0.027751 0.009922
0.745032 0.027834 0.010004
0.747165 0.027918 0.010087
0.749292 0.028004 0.010171
0.751413 0.028091 0.010254
0.753529 0.028179 0.010339
0.755638 0.028268 0.010423
0.757741 0.028359 0.010508
0.759837 0.028451 0.010594
0.761928 0.028544 0.010680
0.764012 0.028638 0.010766
0.766090 0.028734 0.010853
0.768162 0.028831 0.010940
0.770227 0.028929 0.011027
0.772285 0.029028 0.011115
0.774337 0.029129 0.011204
0.776383 0.029232 0.011292
0.778422 0.029335 0.011381
0.780454 0.029440 0.011471
0.782479 0.029546 0.011561
0.784498 0.029654 0.011651
0.786509 0.029764 0.011741
0.788514 0.029874 0.011832
0.790512 0.029986 0.011924
0.792503 0.030100 0.012015
0.794487 0.030215 0.012108
0.796464 0.030332 0.012200
0.798434 0.030450 0.012293
0.800396 0.030570 0.012386
0.802352 0.030691 0.012480
0.804300 0.030814 0.012574
0.806240 0.030939 0.012668
0.808174 0.031065 0.012762
0.810100 0.031193 0.012857
0.812019 0.031322 0.012953
0.813930 0.031454 0.013049
0.815833 0.031587 0.013145
0.817729 0.031721 0.013241
0.819617 0.031858 0.013338
0.821498 0.031996 0.013435
0.823371 0.032136 0.013533
0.825236 0.032278 0.013630
0.827094 0.032422 0.013729
0.828943 0.032568 0.013827
0.830785 0.032716 0.013926
0.832618 0.032865 0.014025
0.834444 0.033017 0.014125
0.836261 0.033170 0.014225
0.838071 0.033326 0.014325
0.839872 0.033484 0.014426
0.841666 0.033643 0.014527
0.843451 0.033805 0.014628
0.845228 0.033969 0.014729
0.846996 0.034135 0.014831
0.848756 0.034304 0.014934
0.850508 0.034474 0.015036
0.852251 0.034647 0.015139
0.853986 0.034822 0.015242
0.855713 0.034999 0.015346
0.857431 0.035179 0.015450
0.859140 0.035361 0.015554
0.860841 0.035546 0.015659
0.862533 0.035733 0.015764
0.864216 0.035922 0.015869
0.865890 0.036115 0.015975
0.867556 0.036309 0.016080
0.869213 0.036506 0.016187
0.870861 0.036706 0.016293
0.872500 0.036909 0.016400
0.874130 0.037114 0.016507
0.875752 0.037322 0.016614
0.877364 0.037533 0.016722
0.878967 0.037747 0.016830
0.880561 0.037964 0.016939
0.882146 0.038183 0.017047
0.883721 0.038406 0.017156
0.885288 0.038631 0.017265
0.886845 0.038860 0.017375
0.888393 0.039092 0.017485
0.889932 0.039327 0.017595
0.891461 0.039565 0.017705
0.892981 0.039806 0.017816
0.894491 0.040051 0.017927
0.895992 0.040299 0.018038
0.897483 0.040551 0.018150
0.898965 0.040806 0.018262
0.900437 0.041064 0.018374
0.901900 0.041327 0.018486
0.903353 0.041592 0.018599
0.904796 0.041862 0.018711
0.906230 0.042135 0.018824
0.907654 0.042412 0.018938
0.909068 0.042693 0.019051
0.910472 0.042978 0.019165
0.911866 0.043267 0.019279
0.913251 0.043559 0.019394
0.914625 0.043856 0.019508
0.915990 0.044157 0.019623
0.917344 0.044463 0.019738
0.918689 0.044772 0.019853
0.920024 0.045086 0.019969
0.921348 0.045405 0.020084
0.922662 0.045728 0.020200
0.923966 0.046055 0.020316
0.925260 0.046387 0.020432
0.926544 0.046724 0.020549
0.927817 0.047066 0.020665
0.929081 0.047412 0.020782
0.930334 0.047763 0.020899
0.931576 0.048119 0.021016
0.932808 0.048481 0.021133
0.934030 0.048847 0.021250
0.935242 0.049218 0.021367
0.936442 0.049595 0.021485
0.937633 0.049977 0.021603
0.938813 0.050364 0.021720
0.939982 0.050757 0.021838
0.941141 0.051156 0.021956
0.942289 0.051559 0.022074
0.943427 0.051969 0.022192
0.944554 0.052384 0.022310
0.945670 0.052805 0.022428
0.946776 0.053232 0.022546
0.947870 0.053664 0.022664
0.948954 0.054103 0.022782
0.950028 0.054547 0.022900
0.951090 0.054997 0.023018
0.952142 0.055454 0.023136
0.953183 0.055916 0.023254
0.954213 0.056385 0.023372
0.955232 0.056860 0.023490
0.956240 0.057341 0.023608
0.957237 0.057828 0.023725
0.958223 0.058321 0.023843
0.959198 0.058821 0.023960
0.960162 0.059327 0.024077
0.961115 0.059839 0.024194
0.962057 0.060357 0.024311
0.962988 0.060881 0.024428
0.963907 0.061412 0.024544
0.964816 0.061948 0.024660
0.965713 0.062491 0.024776
0.966600 0.063039 0.024891
0.967475 0.063594 0.025007
0.968338 0.064154 0.025121
0.969191 0.064720 0.025236
0.970032 0.065291 0.025350
0.970862 0.065868 0.025464
0.971681 0.066450 0.025577
0.972488 0.067037 0.025690
0.973284 0.067628 0.025802
0.974069 0.068225 0.025914
0.974842 0.068825 0.026025
0.975604 0.069430 0.026136
0.976354 0.070038 0.026246
0.977093 0.070649 0.026355
0.977821 0.071264 0.026464
0.978537 0.071881 0.026572
0.979241 0.072500 0.026680
0.979934 0.073120 0.026786
0.980616 0.073742 0.026892
0.981286 0.074364 0.026997
0.981944 0.074985 0.027101
0.982591 0.075606 0.027204
0.983226 0.076225 0.027306
0.983850 0.076841 0.027408
0.984462 0.077454 0.027508
0.985062 0.078063 0.027607
0.985651 0.078666 0.027705
0.986228 0.079263 0.027802
0.986793 0.079851 0.027897
0.987347 0.080431 0.027992
0.987889 0.081000 0.028085
0.988419 0.081556 0.028177
0.988938 0.082099 0.028267
0.989444 0.082627 0.028356
0.989939 0.083137 0.028443
0.990422 0.083627 0.028529
0.990894 0.084095 0.028613
0.991354 0.084538 0.028696
0.991801 0.084954 0.028777
0.992237 0.085340 0.028856
0.992662 0.085692 0.028934
0.993074 0.086006 0.029010
0.993475 0.086277 0.029083
0.993863 0.086498 0.029150
0.994240 0.086662 0.029212
0.994605 0.086760 0.029265
0.994958 0.086786 0.029311
0.995299 0.086731 0.029355
0.995629 0.086593 0.029405
0.995946 0.086371 0.029478
0.996251 0.086066 0.029592
0.996545 0.085680 0.029768
0.996827 0.085207 0.030021
0.997096 0.084629 0.030354
0.997354 0.083899 0.030751
0.997600 0.082941 0.031171
0.997834 0.081639 0.031555
0.998056 0.079842 0.031825
0.998266 0.077385 0.031897
0.998463 0.074118 0.031689
0.998649 0.069940 0.031128
0.998823 0.064840 0.030163
0.998985 0.058913 0.028767
0.999136 0.052354 0.026938
0.999274 0.045428 0.024706
0.999400 0.038426 0.022126
0.999514 0.031619 0.019278
0.999616 0.025233 0.016261
0.999706 0.019431 0.013190
0.999784 0.014319 0.010189
0.999850 0.009957 0.007383
0.999904 0.006376 0.004892
0.999946 0.003587 0.002827
0.999976 0.001594 0.001281
0.999994 0.000399 0.000324
